source,periodType,date,instrument,period,price
GFI,yearly,2023-09-06,TD25,2024-01-01,29.5
GFI,yearly,2023-09-06,TD22,2024-01-01,29.54
GFI,yearly,2023-09-06,TD19,2024-01-01,15.5
GFI,yearly,2023-09-06,TD3C,2025-01-01,12.1
GFI,yearly,2023-09-06,TD20,2025-01-01,14.1
GFI,yearly,2023-09-06,TD7,2025-01-01,10.0
GFI,yearly,2023-09-06,TD8,2025-01-01,21.5
GFI,yearly,2023-09-06,TD25,2025-01-01,29.0
GFI,yearly,2023-09-06,TD22,2025-01-01,28.52
GFI,yearly,2023-09-06,TD19,2025-01-01,14.8
GFI,BITR,2023-09-07,TD3C,2023-09-01,36.46
GFI,BITR,2023-09-07,TD20,2023-09-01,73.41
GFI,BITR,2023-09-07,TD7,2023-09-01,94.29
GFI,BITR,2023-09-07,TD8,2023-09-01,102.14
GFI,BITR,2023-09-07,TD25,2023-09-01,109.38
GFI,BITR,2023-09-07,TD22,2023-09-01,7144444.0
GFI,BITR,2023-09-07,TD19,2023-09-01,90.83
GFI,MTD,2023-09-07,TD3C,2023-09-01,36.98
GFI,MTD,2023-09-07,TD20,2023-09-01,72.11
GFI,MTD,2023-09-07,TD7,2023-09-01,99.93
GFI,MTD,2023-09-07,TD8,2023-09-01,102.03
GFI,MTD,2023-09-07,TD25,2023-09-01,111.56
GFI,MTD,2023-09-07,TD22,2023-09-01,7293055.4
GFI,MTD,2023-09-07,TD19,2023-09-01,97.13
GFI,monthly,2023-09-07,TD3C,2023-09-01,39.66
GFI,monthly,2023-09-07,TD20,2023-09-01,76.0
GFI,monthly,2023-09-07,TD7,2023-09-01,105.0
GFI,monthly,2023-09-07,TD8,2023-09-01,112.0
GFI,monthly,2023-09-07,TD25,2023-09-01,115.0
GFI,monthly,2023-09-07,TD22,2023-09-01,7.0
GFI,monthly,2023-09-07,TD19,2023-09-01,100.0
GFI,monthly,2023-09-07,TD3C,2023-10-01,50.0
GFI,monthly,2023-09-07,TD20,2023-10-01,84.0
GFI,monthly,2023-09-07,TD7,2023-10-01,115.0
GFI,monthly,2023-09-07,TD8,2023-10-01,132.5
GFI,monthly,2023-09-07,TD25,2023-10-01,130.0
GFI,monthly,2023-09-07,TD22,2023-10-01,8.0
GFI,monthly,2023-09-07,TD19,2023-10-01,117.0
GFI,monthly,2023-09-07,TD3C,2023-11-01,56.0
GFI,monthly,2023-09-07,TD20,2023-11-01,92.0
GFI,monthly,2023-09-07,TD7,2023-11-01,125.0
GFI,monthly,2023-09-07,TD8,2023-11-01,144.0
GFI,monthly,2023-09-07,TD25,2023-11-01,145.0
GFI,monthly,2023-09-07,TD22,2023-11-01,8.75
GFI,monthly,2023-09-07,TD19,2023-11-01,137.0
GFI,monthly,2023-09-07,TD3C,2023-12-01,60.0
GFI,monthly,2023-09-07,TD20,2023-12-01,100.0
GFI,monthly,2023-09-07,TD7,2023-12-01,135.0
GFI,monthly,2023-09-07,TD8,2023-12-01,151.0
GFI,monthly,2023-09-07,TD25,2023-12-01,163.0
GFI,monthly,2023-09-07,TD22,2023-12-01,9.35
GFI,monthly,2023-09-07,TD19,2023-12-01,157.0
GFI,monthly,2023-09-07,TD3C,2024-01-01,58.17
GFI,monthly,2023-09-07,TD20,2024-01-01,94.55
GFI,monthly,2023-09-07,TD7,2024-01-01,138.71
GFI,monthly,2023-09-07,TD8,2024-01-01,143.11
GFI,monthly,2023-09-07,TD25,2024-01-01,146.93
GFI,monthly,2023-09-07,TD22,2024-01-01,9.05
GFI,monthly,2023-09-07,TD19,2024-01-01,147.7
GFI,quarterly,2023-09-07,TD3C,2023-10-01,55.33
GFI,quarterly,2023-09-07,TD20,2023-10-01,92.0
GFI,quarterly,2023-09-07,TD7,2023-10-01,125.0
GFI,quarterly,2023-09-07,TD8,2023-10-01,142.5
GFI,quarterly,2023-09-07,TD25,2023-10-01,146.0
GFI,quarterly,2023-09-07,TD22,2023-10-01,8.7
GFI,quarterly,2023-09-07,TD19,2023-10-01,137.0
GFI,quarterly,2023-09-07,TD3C,2024-01-01,54.28
GFI,quarterly,2023-09-07,TD20,2024-01-01,86.69
GFI,quarterly,2023-09-07,TD7,2024-01-01,136.19
GFI,quarterly,2023-09-07,TD8,2024-01-01,137.15
GFI,quarterly,2023-09-07,TD25,2024-01-01,142.61
GFI,quarterly,2023-09-07,TD22,2024-01-01,8.45
GFI,quarterly,2023-09-07,TD19,2024-01-01,143.35
GFI,quarterly,2023-09-07,TD3C,2024-04-01,11.95
GFI,quarterly,2023-09-07,TD20,2024-04-01,13.85
GFI,quarterly,2023-09-07,TD7,2024-04-01,10.1
GFI,quarterly,2023-09-07,TD8,2024-04-01,21.0
GFI,quarterly,2023-09-07,TD25,2024-04-01,29.9
GFI,quarterly,2023-09-07,TD22,2024-04-01,28.15
GFI,quarterly,2023-09-07,TD19,2024-04-01,15.5
GFI,yearly,2023-09-07,TD3C,2024-01-01,12.75
GFI,yearly,2023-09-07,TD20,2024-01-01,15.0
GFI,yearly,2023-09-07,TD7,2024-01-01,10.38
GFI,yearly,2023-09-07,TD8,2024-01-01,21.75
GFI,yearly,2023-09-07,TD25,2024-01-01,31.0
GFI,yearly,2023-09-07,TD22,2024-01-01,30.05
GFI,yearly,2023-09-07,TD19,2024-01-01,15.5
GFI,yearly,2023-09-07,TD3C,2025-01-01,12.25
GFI,yearly,2023-09-07,TD20,2025-01-01,14.05
GFI,yearly,2023-09-07,TD7,2025-01-01,10.0
GFI,yearly,2023-09-07,TD8,2025-01-01,21.5
GFI,yearly,2023-09-07,TD25,2025-01-01,29.0
GFI,yearly,2023-09-07,TD22,2025-01-01,28.89
GFI,yearly,2023-09-07,TD19,2025-01-01,14.8
GFI,BITR,2023-09-08,TD3C,2023-09-01,36.67
GFI,BITR,2023-09-08,TD20,2023-09-01,72.27
GFI,BITR,2023-09-08,TD7,2023-09-01,92.86
GFI,BITR,2023-09-08,TD8,2023-09-01,102.14
GFI,BITR,2023-09-08,TD25,2023-09-01,107.5
GFI,BITR,2023-09-08,TD22,2023-09-01,7091667.0
GFI,BITR,2023-09-08,TD19,2023-09-01,90.0
GFI,MTD,2023-09-08,TD3C,2023-09-01,36.93
GFI,MTD,2023-09-08,TD20,2023-09-01,72.14
GFI,MTD,2023-09-08,TD7,2023-09-01,98.75
GFI,MTD,2023-09-08,TD8,2023-09-01,102.05
GFI,MTD,2023-09-08,TD25,2023-09-01,110.75
GFI,MTD,2023-09-08,TD22,2023-09-01,7259490.67
GFI,MTD,2023-09-08,TD19,2023-09-01,95.94
GFI,monthly,2023-09-08,TD3C,2023-09-01,39.48
GFI,monthly,2023-09-08,TD20,2023-09-01,75.0
GFI,monthly,2023-09-08,TD7,2023-09-01,100.0
GFI,monthly,2023-09-08,TD8,2023-09-01,112.0
GFI,monthly,2023-09-08,TD25,2023-09-01,114.0
GFI,monthly,2023-09-08,TD22,2023-09-01,7.0
GFI,monthly,2023-09-08,TD19,2023-09-01,100.0
GFI,monthly,2023-09-08,TD3C,2023-10-01,48.0
GFI,monthly,2023-09-08,TD20,2023-10-01,82.0
GFI,monthly,2023-09-08,TD7,2023-10-01,110.0
GFI,monthly,2023-09-08,TD8,2023-10-01,132.5
GFI,monthly,2023-09-08,TD25,2023-10-01,127.0
GFI,monthly,2023-09-08,TD22,2023-10-01,8.0
GFI,monthly,2023-09-08,TD19,2023-10-01,117.0
GFI,monthly,2023-09-08,TD3C,2023-11-01,55.0
GFI,monthly,2023-09-08,TD20,2023-11-01,90.0
GFI,monthly,2023-09-08,TD7,2023-11-01,120.0
GFI,monthly,2023-09-08,TD8,2023-11-01,144.0
GFI,monthly,2023-09-08,TD25,2023-11-01,142.5
GFI,monthly,2023-09-08,TD22,2023-11-01,8.75
GFI,monthly,2023-09-08,TD19,2023-11-01,137.0
GFI,monthly,2023-09-08,TD3C,2023-12-01,59.5
GFI,monthly,2023-09-08,TD20,2023-12-01,98.0
GFI,monthly,2023-09-08,TD7,2023-12-01,130.0
GFI,monthly,2023-09-08,TD8,2023-12-01,151.0
GFI,monthly,2023-09-08,TD25,2023-12-01,159.5
GFI,monthly,2023-09-08,TD22,2023-12-01,9.35
GFI,monthly,2023-09-08,TD19,2023-12-01,157.0
GFI,monthly,2023-09-08,TD3C,2024-01-01,57.97
GFI,monthly,2023-09-08,TD20,2024-01-01,92.72
GFI,monthly,2023-09-08,TD7,2024-01-01,128.63
GFI,monthly,2023-09-08,TD8,2024-01-01,143.11
GFI,monthly,2023-09-08,TD25,2024-01-01,144.77
GFI,monthly,2023-09-08,TD22,2024-01-01,9.05
GFI,monthly,2023-09-08,TD19,2024-01-01,147.7
GFI,quarterly,2023-09-08,TD3C,2023-10-01,54.17
GFI,quarterly,2023-09-08,TD20,2023-10-01,90.0
GFI,quarterly,2023-09-08,TD7,2023-10-01,120.0
GFI,quarterly,2023-09-08,TD8,2023-10-01,142.5
GFI,quarterly,2023-09-08,TD25,2023-10-01,143.0
GFI,quarterly,2023-09-08,TD22,2023-10-01,8.7
GFI,quarterly,2023-09-08,TD19,2023-10-01,137.0
GFI,quarterly,2023-09-08,TD3C,2024-01-01,54.08
GFI,quarterly,2023-09-08,TD20,2024-01-01,84.86
GFI,quarterly,2023-09-08,TD7,2024-01-01,126.1
GFI,quarterly,2023-09-08,TD8,2024-01-01,137.15
GFI,quarterly,2023-09-08,TD25,2024-01-01,140.45
GFI,quarterly,2023-09-08,TD22,2024-01-01,8.45
GFI,quarterly,2023-09-08,TD19,2024-01-01,143.35
GFI,quarterly,2023-09-08,TD3C,2024-04-01,11.9
GFI,quarterly,2023-09-08,TD20,2024-04-01,13.7
GFI,quarterly,2023-09-08,TD7,2024-04-01,9.5
GFI,quarterly,2023-09-08,TD8,2024-04-01,21.0
GFI,quarterly,2023-09-08,TD25,2024-04-01,29.2
GFI,quarterly,2023-09-08,TD22,2024-04-01,28.15
GFI,quarterly,2023-09-08,TD19,2024-04-01,15.5
GFI,yearly,2023-09-08,TD3C,2024-01-01,12.7
GFI,yearly,2023-09-08,TD20,2024-01-01,14.88
GFI,yearly,2023-09-08,TD7,2024-01-01,9.43
GFI,yearly,2023-09-08,TD8,2024-01-01,21.75
GFI,yearly,2023-09-08,TD25,2024-01-01,30.7
GFI,yearly,2023-09-08,TD22,2024-01-01,30.05
GFI,yearly,2023-09-08,TD19,2024-01-01,15.5
GFI,yearly,2023-09-08,TD3C,2025-01-01,12.25
GFI,yearly,2023-09-08,TD20,2025-01-01,14.1
GFI,yearly,2023-09-08,TD7,2025-01-01,9.15
GFI,yearly,2023-09-08,TD8,2025-01-01,21.5
GFI,yearly,2023-09-08,TD25,2025-01-01,29.3
GFI,yearly,2023-09-08,TD22,2025-01-01,28.89
GFI,yearly,2023-09-08,TD19,2025-01-01,14.8
GFI,BITR,2023-09-11,TD3C,2023-09-01,36.46
GFI,BITR,2023-09-11,TD20,2023-09-01,71.93
GFI,BITR,2023-09-11,TD7,2023-09-01,93.57
GFI,BITR,2023-09-11,TD8,2023-09-01,103.93
GFI,BITR,2023-09-11,TD25,2023-09-01,103.75
GFI,BITR,2023-09-11,TD22,2023-09-01,7072222.0
GFI,BITR,2023-09-11,TD19,2023-09-01,89.44
GFI,MTD,2023-09-11,TD3C,2023-09-01,36.86
GFI,MTD,2023-09-11,TD20,2023-09-01,72.11
GFI,MTD,2023-09-11,TD7,2023-09-01,98.01
GFI,MTD,2023-09-11,TD8,2023-09-01,102.37
GFI,MTD,2023-09-11,TD25,2023-09-01,109.58
GFI,MTD,2023-09-11,TD22,2023-09-01,7232738.0
GFI,MTD,2023-09-11,TD19,2023-09-01,95.02
GFI,monthly,2023-09-11,TD3C,2023-09-01,39.29
GFI,monthly,2023-09-11,TD20,2023-09-01,73.0
GFI,monthly,2023-09-11,TD7,2023-09-01,95.5
GFI,monthly,2023-09-11,TD8,2023-09-01,108.0
GFI,monthly,2023-09-11,TD25,2023-09-01,106.37
GFI,monthly,2023-09-11,TD22,2023-09-01,7.0
GFI,monthly,2023-09-11,TD19,2023-09-01,95.0
GFI,monthly,2023-09-11,TD3C,2023-10-01,47.0
GFI,monthly,2023-09-11,TD20,2023-10-01,76.5
GFI,monthly,2023-09-11,TD7,2023-10-01,105.0
GFI,monthly,2023-09-11,TD8,2023-10-01,125.0
GFI,monthly,2023-09-11,TD25,2023-10-01,120.0
GFI,monthly,2023-09-11,TD22,2023-10-01,8.0
GFI,monthly,2023-09-11,TD19,2023-10-01,110.0
GFI,monthly,2023-09-11,TD3C,2023-11-01,52.75
GFI,monthly,2023-09-11,TD20,2023-11-01,85.5
GFI,monthly,2023-09-11,TD7,2023-11-01,115.0
GFI,monthly,2023-09-11,TD8,2023-11-01,137.0
GFI,monthly,2023-09-11,TD25,2023-11-01,138.0
GFI,monthly,2023-09-11,TD22,2023-11-01,8.75
GFI,monthly,2023-09-11,TD19,2023-11-01,130.0
GFI,monthly,2023-09-11,TD3C,2023-12-01,58.5
GFI,monthly,2023-09-11,TD20,2023-12-01,94.5
GFI,monthly,2023-09-11,TD7,2023-12-01,125.0
GFI,monthly,2023-09-11,TD8,2023-12-01,145.25
GFI,monthly,2023-09-11,TD25,2023-12-01,153.0
GFI,monthly,2023-09-11,TD22,2023-12-01,9.35
GFI,monthly,2023-09-11,TD19,2023-12-01,150.0
GFI,monthly,2023-09-11,TD3C,2024-01-01,56.74
GFI,monthly,2023-09-11,TD20,2024-01-01,92.72
GFI,monthly,2023-09-11,TD7,2024-01-01,125.47
GFI,monthly,2023-09-11,TD8,2024-01-01,143.11
GFI,monthly,2023-09-11,TD25,2024-01-01,142.61
GFI,monthly,2023-09-11,TD22,2024-01-01,9.05
GFI,monthly,2023-09-11,TD19,2024-01-01,147.7
GFI,quarterly,2023-09-11,TD3C,2023-10-01,52.75
GFI,quarterly,2023-09-11,TD20,2023-10-01,85.5
GFI,quarterly,2023-09-11,TD7,2023-10-01,115.0
GFI,quarterly,2023-09-11,TD8,2023-10-01,135.75
GFI,quarterly,2023-09-11,TD25,2023-10-01,137.0
GFI,quarterly,2023-09-11,TD22,2023-10-01,8.7
GFI,quarterly,2023-09-11,TD19,2023-10-01,130.0
GFI,quarterly,2023-09-11,TD3C,2024-01-01,53.26
GFI,quarterly,2023-09-11,TD20,2024-01-01,84.86
GFI,quarterly,2023-09-11,TD7,2024-01-01,122.95
GFI,quarterly,2023-09-11,TD8,2024-01-01,137.15
GFI,quarterly,2023-09-11,TD25,2024-01-01,138.29
GFI,quarterly,2023-09-11,TD22,2024-01-01,8.45
GFI,quarterly,2023-09-11,TD19,2024-01-01,143.35
GFI,quarterly,2023-09-11,TD3C,2024-04-01,11.8
GFI,quarterly,2023-09-11,TD20,2024-04-01,13.7
GFI,quarterly,2023-09-11,TD7,2024-04-01,9.25
GFI,quarterly,2023-09-11,TD8,2024-04-01,21.0
GFI,quarterly,2023-09-11,TD25,2024-04-01,28.7
GFI,quarterly,2023-09-11,TD22,2024-04-01,28.15
GFI,quarterly,2023-09-11,TD19,2024-04-01,15.5
GFI,yearly,2023-09-11,TD3C,2024-01-01,12.6
GFI,yearly,2023-09-11,TD20,2024-01-01,14.85
GFI,yearly,2023-09-11,TD7,2024-01-01,9.13
GFI,yearly,2023-09-11,TD8,2024-01-01,21.75
GFI,yearly,2023-09-11,TD25,2024-01-01,30.05
GFI,yearly,2023-09-11,TD22,2024-01-01,30.05
GFI,yearly,2023-09-11,TD19,2024-01-01,15.5
GFI,yearly,2023-09-11,TD3C,2025-01-01,12.25
GFI,yearly,2023-09-11,TD20,2025-01-01,14.1
GFI,yearly,2023-09-11,TD7,2025-01-01,8.9
GFI,yearly,2023-09-11,TD8,2025-01-01,21.5
GFI,yearly,2023-09-11,TD25,2025-01-01,29.0
GFI,yearly,2023-09-11,TD22,2025-01-01,28.89
GFI,yearly,2023-09-11,TD19,2025-01-01,14.8
GFI,BITR,2023-09-12,TD3C,2023-09-01,36.08
GFI,BITR,2023-09-12,TD20,2023-09-01,71.48
GFI,BITR,2023-09-12,TD7,2023-09-01,94.64
GFI,BITR,2023-09-12,TD8,2023-09-01,105.0
GFI,BITR,2023-09-12,TD25,2023-09-01,100.0
GFI,BITR,2023-09-12,TD22,2023-09-01,7066667.0
GFI,BITR,2023-09-12,TD19,2023-09-01,88.0
GFI,MTD,2023-09-12,TD3C,2023-09-01,36.76
GFI,MTD,2023-09-12,TD20,2023-09-01,72.03
GFI,MTD,2023-09-12,TD7,2023-09-01,97.59
GFI,MTD,2023-09-12,TD8,2023-09-01,102.74
GFI,MTD,2023-09-12,TD25,2023-09-01,108.21
GFI,MTD,2023-09-12,TD22,2023-09-01,7211979.13
GFI,MTD,2023-09-12,TD19,2023-09-01,94.14
GFI,monthly,2023-09-12,TD3C,2023-09-01,38.15
GFI,monthly,2023-09-12,TD20,2023-09-01,71.85
GFI,monthly,2023-09-12,TD7,2023-09-01,95.5
GFI,monthly,2023-09-12,TD8,2023-09-01,108.0
GFI,monthly,2023-09-12,TD25,2023-09-01,106.37
GFI,monthly,2023-09-12,TD22,2023-09-01,7.0
GFI,monthly,2023-09-12,TD19,2023-09-01,95.0
GFI,monthly,2023-09-12,TD3C,2023-10-01,46.0
GFI,monthly,2023-09-12,TD20,2023-10-01,76.5
GFI,monthly,2023-09-12,TD7,2023-10-01,105.0
GFI,monthly,2023-09-12,TD8,2023-10-01,125.0
GFI,monthly,2023-09-12,TD25,2023-10-01,122.0
GFI,monthly,2023-09-12,TD22,2023-10-01,7.8
GFI,monthly,2023-09-12,TD19,2023-10-01,110.0
GFI,monthly,2023-09-12,TD3C,2023-11-01,53.0
GFI,monthly,2023-09-12,TD20,2023-11-01,84.0
GFI,monthly,2023-09-12,TD7,2023-11-01,115.0
GFI,monthly,2023-09-12,TD8,2023-11-01,137.0
GFI,monthly,2023-09-12,TD25,2023-11-01,142.0
GFI,monthly,2023-09-12,TD22,2023-11-01,8.55
GFI,monthly,2023-09-12,TD19,2023-11-01,125.0
GFI,monthly,2023-09-12,TD3C,2023-12-01,58.5
GFI,monthly,2023-09-12,TD20,2023-12-01,93.0
GFI,monthly,2023-09-12,TD7,2023-12-01,125.0
GFI,monthly,2023-09-12,TD8,2023-12-01,145.25
GFI,monthly,2023-09-12,TD25,2023-12-01,153.0
GFI,monthly,2023-09-12,TD22,2023-12-01,9.2
GFI,monthly,2023-09-12,TD19,2023-12-01,145.0
GFI,monthly,2023-09-12,TD3C,2024-01-01,56.12
GFI,monthly,2023-09-12,TD20,2024-01-01,92.72
GFI,monthly,2023-09-12,TD7,2024-01-01,125.47
GFI,monthly,2023-09-12,TD8,2024-01-01,143.11
GFI,monthly,2023-09-12,TD25,2024-01-01,142.61
GFI,monthly,2023-09-12,TD22,2024-01-01,8.9
GFI,monthly,2023-09-12,TD19,2024-01-01,147.7
GFI,quarterly,2023-09-12,TD3C,2023-10-01,52.5
GFI,quarterly,2023-09-12,TD20,2023-10-01,84.5
GFI,quarterly,2023-09-12,TD7,2023-10-01,115.0
GFI,quarterly,2023-09-12,TD8,2023-10-01,135.75
GFI,quarterly,2023-09-12,TD25,2023-10-01,139.0
GFI,quarterly,2023-09-12,TD22,2023-10-01,8.52
GFI,quarterly,2023-09-12,TD19,2023-10-01,126.67
GFI,quarterly,2023-09-12,TD3C,2024-01-01,52.64
GFI,quarterly,2023-09-12,TD20,2024-01-01,84.86
GFI,quarterly,2023-09-12,TD7,2024-01-01,122.95
GFI,quarterly,2023-09-12,TD8,2024-01-01,137.15
GFI,quarterly,2023-09-12,TD25,2024-01-01,138.29
GFI,quarterly,2023-09-12,TD22,2024-01-01,8.35
GFI,quarterly,2023-09-12,TD19,2024-01-01,143.35
GFI,quarterly,2023-09-12,TD3C,2024-04-01,12.1
GFI,quarterly,2023-09-12,TD20,2024-04-01,13.7
GFI,quarterly,2023-09-12,TD7,2024-04-01,9.25
GFI,quarterly,2023-09-12,TD8,2024-04-01,21.0
GFI,quarterly,2023-09-12,TD25,2024-04-01,29.15
GFI,quarterly,2023-09-12,TD22,2024-04-01,28.15
GFI,quarterly,2023-09-12,TD19,2024-04-01,15.5
GFI,yearly,2023-09-12,TD3C,2024-01-01,12.6
GFI,yearly,2023-09-12,TD20,2024-01-01,14.85
GFI,yearly,2023-09-12,TD7,2024-01-01,9.13
GFI,yearly,2023-09-12,TD8,2024-01-01,21.75
GFI,yearly,2023-09-12,TD25,2024-01-01,30.3
GFI,yearly,2023-09-12,TD22,2024-01-01,29.95
GFI,yearly,2023-09-12,TD19,2024-01-01,15.5
GFI,yearly,2023-09-12,TD3C,2025-01-01,12.25
GFI,yearly,2023-09-12,TD20,2025-01-01,14.1
GFI,yearly,2023-09-12,TD7,2025-01-01,8.9
GFI,yearly,2023-09-12,TD8,2025-01-01,21.5
GFI,yearly,2023-09-12,TD25,2025-01-01,28.8
GFI,yearly,2023-09-12,TD22,2025-01-01,28.89
GFI,yearly,2023-09-12,TD19,2025-01-01,14.8
GFI,BITR,2023-09-13,TD3C,2023-09-01,35.96
GFI,BITR,2023-09-13,TD20,2023-09-01,71.57
GFI,BITR,2023-09-13,TD7,2023-09-01,95.0
GFI,BITR,2023-09-13,TD8,2023-09-01,107.5
GFI,BITR,2023-09-13,TD25,2023-09-01,99.69
GFI,BITR,2023-09-13,TD22,2023-09-01,7044444.0
GFI,BITR,2023-09-13,TD19,2023-09-01,85.72
GFI,MTD,2023-09-13,TD3C,2023-09-01,36.67
GFI,MTD,2023-09-13,TD20,2023-09-01,71.98
GFI,MTD,2023-09-13,TD7,2023-09-01,97.3
GFI,MTD,2023-09-13,TD8,2023-09-01,103.34
GFI,MTD,2023-09-13,TD25,2023-09-01,107.15
GFI,MTD,2023-09-13,TD22,2023-09-01,7193364.11
GFI,MTD,2023-09-13,TD19,2023-09-01,93.2
GFI,monthly,2023-09-13,TD3C,2023-09-01,38.1
GFI,monthly,2023-09-13,TD20,2023-09-01,71.0
GFI,monthly,2023-09-13,TD7,2023-09-01,95.5
GFI,monthly,2023-09-13,TD8,2023-09-01,108.0
GFI,monthly,2023-09-13,TD25,2023-09-01,104.0
GFI,monthly,2023-09-13,TD22,2023-09-01,7.0
GFI,monthly,2023-09-13,TD19,2023-09-01,93.0
GFI,monthly,2023-09-13,TD3C,2023-10-01,47.25
GFI,monthly,2023-09-13,TD20,2023-10-01,78.0
GFI,monthly,2023-09-13,TD7,2023-10-01,105.0
GFI,monthly,2023-09-13,TD8,2023-10-01,125.0
GFI,monthly,2023-09-13,TD25,2023-10-01,123.0
GFI,monthly,2023-09-13,TD22,2023-10-01,7.8
GFI,monthly,2023-09-13,TD19,2023-10-01,110.0
GFI,monthly,2023-09-13,TD3C,2023-11-01,54.0
GFI,monthly,2023-09-13,TD20,2023-11-01,86.0
GFI,monthly,2023-09-13,TD7,2023-11-01,115.0
GFI,monthly,2023-09-13,TD8,2023-11-01,137.0
GFI,monthly,2023-09-13,TD25,2023-11-01,140.0
GFI,monthly,2023-09-13,TD22,2023-11-01,8.55
GFI,monthly,2023-09-13,TD19,2023-11-01,125.0
GFI,monthly,2023-09-13,TD3C,2023-12-01,58.5
GFI,monthly,2023-09-13,TD20,2023-12-01,100.0
GFI,monthly,2023-09-13,TD7,2023-12-01,125.0
GFI,monthly,2023-09-13,TD8,2023-12-01,145.25
GFI,monthly,2023-09-13,TD25,2023-12-01,154.0
GFI,monthly,2023-09-13,TD22,2023-12-01,9.2
GFI,monthly,2023-09-13,TD19,2023-12-01,145.0
GFI,monthly,2023-09-13,TD3C,2024-01-01,56.74
GFI,monthly,2023-09-13,TD20,2024-01-01,93.24
GFI,monthly,2023-09-13,TD7,2024-01-01,125.47
GFI,monthly,2023-09-13,TD8,2024-01-01,143.11
GFI,monthly,2023-09-13,TD25,2024-01-01,142.61
GFI,monthly,2023-09-13,TD22,2024-01-01,8.9
GFI,monthly,2023-09-13,TD19,2024-01-01,147.7
GFI,quarterly,2023-09-13,TD3C,2023-10-01,53.25
GFI,quarterly,2023-09-13,TD20,2023-10-01,88.0
GFI,quarterly,2023-09-13,TD7,2023-10-01,115.0
GFI,quarterly,2023-09-13,TD8,2023-10-01,135.75
GFI,quarterly,2023-09-13,TD25,2023-10-01,139.0
GFI,quarterly,2023-09-13,TD22,2023-10-01,8.52
GFI,quarterly,2023-09-13,TD19,2023-10-01,126.67
GFI,quarterly,2023-09-13,TD3C,2024-01-01,53.26
GFI,quarterly,2023-09-13,TD20,2024-01-01,85.39
GFI,quarterly,2023-09-13,TD7,2024-01-01,122.95
GFI,quarterly,2023-09-13,TD8,2024-01-01,137.15
GFI,quarterly,2023-09-13,TD25,2024-01-01,138.29
GFI,quarterly,2023-09-13,TD22,2024-01-01,8.35
GFI,quarterly,2023-09-13,TD19,2024-01-01,143.35
GFI,quarterly,2023-09-13,TD3C,2024-04-01,12.4
GFI,quarterly,2023-09-13,TD20,2024-04-01,13.8
GFI,quarterly,2023-09-13,TD7,2024-04-01,9.25
GFI,quarterly,2023-09-13,TD8,2024-04-01,21.0
GFI,quarterly,2023-09-13,TD25,2024-04-01,29.25
GFI,quarterly,2023-09-13,TD22,2024-04-01,28.15
GFI,quarterly,2023-09-13,TD19,2024-04-01,15.5
GFI,yearly,2023-09-13,TD3C,2024-01-01,12.82
GFI,yearly,2023-09-13,TD20,2024-01-01,14.9
GFI,yearly,2023-09-13,TD7,2024-01-01,9.13
GFI,yearly,2023-09-13,TD8,2024-01-01,21.75
GFI,yearly,2023-09-13,TD25,2024-01-01,30.5
GFI,yearly,2023-09-13,TD22,2024-01-01,29.95
GFI,yearly,2023-09-13,TD19,2024-01-01,15.5
GFI,yearly,2023-09-13,TD3C,2025-01-01,12.3
GFI,yearly,2023-09-13,TD20,2025-01-01,14.1
GFI,yearly,2023-09-13,TD7,2025-01-01,8.9
GFI,yearly,2023-09-13,TD8,2025-01-01,21.5
GFI,yearly,2023-09-13,TD25,2025-01-01,29.2
GFI,yearly,2023-09-13,TD22,2025-01-01,28.89
GFI,yearly,2023-09-13,TD19,2025-01-01,14.8
GFI,BITR,2023-09-14,TD3C,2023-09-01,36.96
GFI,BITR,2023-09-14,TD20,2023-09-01,71.02
GFI,BITR,2023-09-14,TD7,2023-09-01,95.0
GFI,BITR,2023-09-14,TD8,2023-09-01,109.29
GFI,BITR,2023-09-14,TD25,2023-09-01,98.75
GFI,BITR,2023-09-14,TD22,2023-09-01,7116667.0
GFI,BITR,2023-09-14,TD19,2023-09-01,84.72
GFI,MTD,2023-09-14,TD3C,2023-09-01,36.7
GFI,MTD,2023-09-14,TD20,2023-09-01,71.88
GFI,MTD,2023-09-14,TD7,2023-09-01,97.07
GFI,MTD,2023-09-14,TD8,2023-09-01,104.0
GFI,MTD,2023-09-14,TD25,2023-09-01,106.22
GFI,MTD,2023-09-14,TD22,2023-09-01,7185694.4
GFI,MTD,2023-09-14,TD19,2023-09-01,92.36
GFI,monthly,2023-09-14,TD3C,2023-09-01,38.25
GFI,monthly,2023-09-14,TD20,2023-09-01,71.5
GFI,monthly,2023-09-14,TD7,2023-09-01,95.5
GFI,monthly,2023-09-14,TD8,2023-09-01,107.0
GFI,monthly,2023-09-14,TD25,2023-09-01,103.0
GFI,monthly,2023-09-14,TD22,2023-09-01,7.15
GFI,monthly,2023-09-14,TD19,2023-09-01,90.0
GFI,monthly,2023-09-14,TD3C,2023-10-01,47.25
GFI,monthly,2023-09-14,TD20,2023-10-01,78.0
GFI,monthly,2023-09-14,TD7,2023-10-01,105.0
GFI,monthly,2023-09-14,TD8,2023-10-01,125.0
GFI,monthly,2023-09-14,TD25,2023-10-01,127.75
GFI,monthly,2023-09-14,TD22,2023-10-01,7.8
GFI,monthly,2023-09-14,TD19,2023-10-01,110.0
GFI,monthly,2023-09-14,TD3C,2023-11-01,54.0
