"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","1036.78","436.11","304.17","643.33","482.78","44805556.00","435.00","130.00","227.14","208.89","186.39","826.25","334.38","425.71","6786000.00","436.11","740.71","16331250.00","236.80","168.50","312.86"
"BITR Change","58.45","-12.22","19.17","74.16","-14.44","5677778.00","1.11","18.75","9.28","13.89","0.00","5.62","7.19","3.57","406000.00","-12.22","0.00","-106250.00","","5.83","14.86"
"MTD","783.09","298.06","228.64","431.79","323.97","32084646.45","301.17","103.69","230.93","182.35","177.65","740.91","289.10","380.84","6243236.36","298.06","644.67","12932102.27","226.41","155.60","284.77"
"MTD Change","25.37","-12.22","7.55","21.15","17.65","1272090.95","13.38","2.63","-0.42","2.65","0.87","8.53","4.53","4.49","54276.36","-12.22","9.60","339914.77","2.60","1.29","2.81"
"Sep-26","916.55","","265.00","515.00","","40.00","360.00","","","175.00","","673.00","270.00","350.00","5.92","","725.00","14.00","224.36","154.00","297.40"
"Oct-26","975.00","","285.00","400.00","","40.00","290.00","","","150.00","","700.00","220.00","300.00","4.80","","775.00","12.00","235.00","150.00","316.00"
"Nov-26","950.00","","265.00","375.00","","36.50","245.00","","","155.00","","680.00","210.00","265.00","4.20","","750.00","10.50","235.00","150.00","303.00"
"Dec-26","932.50","","235.00","310.00","","33.00","200.00","","","160.00","","660.00","200.00","215.00","3.60","","725.00","9.00","223.00","150.00","270.00"
"Jan-27","895.60","","192.50","257.33","","29.50","157.81","","","141.61","","585.63","180.08","196.65","2.88","","595.67","8.00","187.00","100.00","254.00"
"Q4-26","952.50","14.50","261.67","361.67","137.37","36.50","245.00","17.60","25.55","155.00","11.61","680.00","210.00","260.00","4.20","14.50","750.00","10.50","231.00","150.00","296.33"
"Q1-27","747.15","82.45","187.56","250.18","238.23","28.00","149.50","116.61","114.70","141.61","174.61","576.75","175.11","193.75","2.88","82.45","595.67","8.00","168.00","100.00","237.00"
"Q2-27","116.00","78.68","15.20","25.00","27.61","85.19","15.00","17.40","23.83","9.05","12.32","110.00","33.75","33.00","2.40","13.36","45.00","6.00","128.00","90.00","188.00"
"Cal27","95.50","76.80","15.97","25.07","25.47","82.41","15.25","16.65","22.93","9.80","11.45","100.00","34.50","33.90","2.48","13.04","43.02","6.25","125.75","87.50","178.00"
"Cal28","32.20","66.61","13.35","20.25","23.23","50.00","13.55","16.20","20.26","9.55","11.10","57.00","34.25","34.30","2.48","11.31","25.50","4.50","75.00","58.50","130.00"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
