"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","57.50","87.92","110.00","142.14","143.06","8252500.00","126.86","162.81","101.43","200.56","183.33","140.00","149.69","182.50","2875000.00","87.92","217.86","3418750.00","46.25","47.00","90.50"
"BITR Change","-1.30","-1.80","-5.31","-0.86","-0.55","-32500.00","-1.64","5.93","-5.00","2.50","-14.17","1.56","8.13","-8.21","-16667.00","-1.80","7.15","50000.00","-0.17","-0.06","-0.67"
"MTD","63.29","91.87","108.95","143.72","137.44","8617501.76","134.93","158.59","104.92","192.42","195.88","128.90","133.94","184.11","3017892.12","91.87","196.72","3406617.65","46.12","47.69","91.55"
"MTD Change","-1.30","-0.05","0.77","0.33","7.16","-283748.24","0.75","-4.38","-3.30","-4.56","8.03","7.10","6.28","12.40","-103982.76","-0.05","7.61","66773.90","-1.50","-0.57","-0.55"
"Feb-25","63.00","91.50","109.75","144.00","135.25","8.57","135.00","158.00","105.00","190.00","195.00","129.96","135.00","187.00","2.92","91.50","194.00","3.40","45.75","47.65","91.62"
"Mar-25","62.00","88.00","112.00","137.00","144.00","8.30","137.00","148.00","124.00","170.00","169.00","135.00","140.00","185.00","2.58","88.00","204.00","3.50","48.00","51.00","95.00"
"Apr-25","60.75","86.00","110.00","134.00","135.75","8.10","123.25","140.00","128.00","160.00","168.00","128.00","150.00","185.00","2.50","86.00","188.00","3.25","50.00","51.00","99.00"
"May-25","58.75","84.00","107.25","132.00","130.75","8.05","118.00","136.00","127.00","150.00","166.00","126.00","160.00","183.00","2.50","84.00","186.00","3.10","51.50","51.00","99.50"
"Jun-25","57.50","82.00","106.00","130.00","126.75","8.00","118.00","132.00","126.00","140.00","164.00","125.00","170.50","181.00","2.50","82.00","184.00","3.05","51.50","51.00","100.50"
"Q2-25","59.00","84.00","107.75","132.00","131.08","8.05","119.75","136.00","127.00","150.00","166.00","126.33","160.17","183.00","2.50","84.00","186.00","3.13","51.00","51.00","99.67"
"Q3-25","50.50","69.25","106.00","125.00","113.75","7.00","117.50","124.00","115.00","129.75","152.00","119.50","171.25","175.00","2.48","69.25","180.00","2.95","55.50","55.00","104.50"
"Q4-25","58.00","79.00","126.00","144.00","124.75","8.10","135.25","128.00","125.00","157.00","179.00","115.00","180.50","190.00","2.64","79.00","184.00","3.05","58.50","59.00","109.00"
"Cal26","11.65","71.26","10.00","20.75","23.14","27.92","14.20","17.00","22.10","10.00","12.47","23.75","34.75","34.75","2.56","12.10","22.68","3.25","55.00","55.00","107.75"
"Cal27","11.50","70.38","9.80","20.50","22.94","27.41","13.75","17.00","21.80","9.75","12.15","23.60","36.00","34.50","2.48","11.95","22.20","3.10","52.00","55.00","107.75"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
