"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","51.45","94.00","127.92","164.64","159.72","7750000.00","121.56","85.00","179.64","128.06","141.94","121.56","120.94","169.00","2977083.00","94.00","170.00","3750000.00","53.73","56.00","98.83"
"BITR Change","-1.40","-0.83","0.31","-0.36","0.00","-27500.00","0.56","0.62","3.57","-0.27","1.38","-0.23","-9.69","-0.36","0.00","-0.83","0.00","0.00","-0.16","0.00","-0.33"
"MTD","56.52","97.40","130.00","152.58","177.34","8200869.57","158.13","89.58","162.13","130.84","132.72","131.63","140.94","172.74","2810670.30","97.40","207.56","4067479.35","60.04","61.64","114.23"
"MTD Change","-0.42","-0.00","5.62","4.07","-6.25","-126094.72","-2.54","0.38","-13.64","3.45","9.70","-2.66","-7.33","-10.33","70372.73","-0.00","-4.69","-85790.30","-5.17","-2.18","-5.73"
"Nov-24","54.50","93.00","128.00","165.00","167.00","7.50","140.00","113.50","166.00","155.00","165.00","123.50","167.00","215.00","3.04","93.00","190.00","4.80","49.00","60.00","97.00"
"Dec-24","60.00","101.00","137.50","176.00","177.00","8.30","155.00","143.00","177.00","175.00","195.00","146.00","180.00","230.00","3.12","101.00","220.00","5.00","53.50","60.00","103.00"
"Jan-25","61.87","100.23","141.53","154.10","170.48","8.80","144.72","140.61","151.91","172.29","204.58","150.68","176.83","204.03","2.66","100.23","227.85","5.15","52.00","59.00","103.00"
"Feb-25","60.26","96.74","135.97","150.43","160.95","8.60","140.06","138.71","142.14","164.96","191.12","148.62","174.54","201.31","2.62","96.74","219.41","4.65","53.00","59.00","103.00"
"Mar-25","60.03","93.24","130.41","146.76","151.43","8.55","135.39","136.82","137.83","157.62","177.66","146.55","172.25","198.59","2.58","93.24","210.97","4.15","52.50","59.00","103.00"
"Q1-25","57.04","86.54","118.67","140.43","142.86","8.65","126.05","127.36","123.52","142.96","179.00","140.55","169.95","193.14","2.50","86.54","211.39","3.95","51.50","57.00","103.00"
"Q2-25","57.04","86.54","118.67","140.43","142.86","7.87","126.05","127.36","123.52","142.96","179.00","140.55","169.95","193.14","2.50","86.54","211.39","3.95","51.50","57.00","103.33"
"Q3-25","53.82","73.14","116.19","138.76","132.38","7.60","123.72","116.65","114.21","139.30","152.76","136.42","169.50","191.78","2.48","73.14","209.70","3.85","55.50","62.00","106.00"
"Cal25","12.85","86.83","10.30","21.80","30.90","30.71","14.25","20.50","28.40","10.50","13.10","34.30","37.75","36.25","2.56","14.90","25.41","4.15","55.00","61.75","106.08"
"Cal26","12.20","85.37","10.00","21.70","27.50","29.26","14.20","20.35","27.60","10.00","13.00","34.10","36.50","36.00","2.56","14.65","25.10","3.85","57.50","60.25","107.50"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
