"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","501.67","311.67","202.08","327.00","377.22","18791667.00","226.06","105.63","228.57","182.22","170.00","516.25","216.13","253.57","5360000.00","311.67","286.43","9087500.00","","161.00","271.83"
"BITR Change","20.00","51.84","0.41","-8.00","7.78","241667.00","0.84","0.63","28.57","3.05","-1.39","-5.00","-3.37","0.36","20000.00","51.84","-202.14","118750.00","","-1.50","-5.50"
"MTD","469.85","209.73","207.31","330.26","344.42","18777383.82","228.32","121.22","204.42","211.16","200.98","535.69","216.78","258.46","5469454.55","209.73","477.79","8830154.18","214.13","164.07","271.23"
"MTD Change","3.18","51.84","-0.52","-0.36","3.28","1428.32","-0.23","-1.56","2.42","-2.89","-3.10","-1.94","-0.07","-0.54","-10945.45","51.84","-19.14","25734.58","0.00","-0.31","0.06"
"Aug-26","470.00","13.40","210.00","415.00","123.86","19.50","240.00","16.10","23.50","195.00","10.84","332.50","180.00","250.00","5.20","13.40","495.00","8.50","214.56","161.00","272.10"
"Sep-26","485.00","","200.00","350.00","","20.00","200.00","","","150.00","","380.00","164.00","230.00","4.80","","485.00","5.00","192.00","140.00","255.00"
"Oct-26","468.75","","195.00","280.00","","19.50","165.00","","","140.00","","370.00","173.50","210.00","4.40","","435.00","3.50","178.00","110.00","222.00"
"Nov-26","441.25","","185.00","260.00","","20.00","153.00","","","145.00","","360.00","177.50","200.00","4.00","","400.00","3.30","169.00","110.00","210.00"
"Dec-26","410.00","","175.00","240.00","","20.50","150.00","","","150.00","","350.00","181.50","190.00","3.60","","380.00","3.40","157.00","110.00","201.00"
"Q4-26","440.00","14.50","185.00","260.00","137.37","20.00","156.00","17.60","25.55","145.00","11.61","360.00","177.50","200.00","4.00","14.50","405.00","3.40","168.00","110.00","211.00"
"Q1-27","395.84","82.45","156.96","160.83","238.23","19.00","122.51","116.61","114.70","141.61","174.61","292.81","175.11","193.75","2.88","82.45","275.27","3.35","125.00","70.00","182.00"
"Q2-27","64.00","78.68","14.70","20.50","27.61","59.26","13.25","17.40","23.83","9.05","12.32","53.00","33.75","33.00","2.40","13.36","28.50","3.15","101.00","66.00","147.00"
"Cal27","56.00","76.80","15.00","20.82","25.47","60.19","14.00","16.65","22.93","9.80","11.45","53.75","34.50","33.90","2.48","13.04","28.00","3.15","100.00","67.00","147.25"
"Cal28","23.00","66.61","13.00","20.25","23.23","44.44","13.55","16.20","20.26","9.55","11.10","44.00","34.25","34.30","2.48","11.31","22.50","3.00","70.00","48.00","115.00"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
