"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","58.13","108.75","180.71","191.43","203.44","8900000.00","218.72","214.78","166.07","296.72","277.83","373.13","341.25","325.43","5291667.00","108.75","425.00","8868750.00","37.59","50.40","90.29"
"BITR Change","0.30","-0.11","-5.94","0.00","-0.62","-33333.00","5.55","-13.00","1.78","-25.50","-29.95","-4.68","-0.63","2.86","325000.00","-0.11","5.71","181250.00","-2.71","-1.60","-1.86"
"MTD","63.45","132.37","181.60","203.62","251.11","9265277.75","187.38","176.15","161.81","687589.20","227.89","246.58","240.16","268.87","4530236.10","132.37","307.80","5732500.05","84.88","179.70","141.56"
"MTD Change","-1.52","-6.40","-0.39","-4.07","-16.08","-92499.98","2.02","27.08","0.47","5684.47","23.88","38.91","28.68","15.70","122088.03","-6.40","33.30","787499.98","-14.05","-0.78","-16.36"
"Jan-24","62.95","130.10","181.25","203.00","240.00","9.22","190.00","179.50","162.00","235.00","232.10","259.16","249.50","272.00","56.50","130.10","313.50","5.90","80.78","78.20","136.95"
"Feb-24","62.00","122.00","173.00","220.00","208.50","8.95","165.00","210.00","190.00","280.00","250.00","315.00","250.00","250.00","53.00","122.00","352.00","5.88","47.00","65.00","110.00"
"Mar-24","64.00","115.00","159.00","190.00","202.00","8.95","155.00","205.00","182.00","250.00","245.00","270.00","230.00","230.00","47.00","115.00","335.00","5.40","61.50","75.00","120.00"
"Apr-24","61.50","109.00","156.50","175.00","190.00","8.60","145.00","204.00","170.00","220.00","220.00","235.00","220.00","210.75","42.00","109.00","308.00","5.00","65.00","78.00","120.00"
"May-24","61.25","105.00","152.00","160.00","177.00","8.50","140.00","201.00","160.00","200.00","210.00","224.00","210.00","209.50","40.00","105.00","301.00","4.80","65.00","77.00","120.00"
"Q1-24","62.98","122.37","171.08","204.33","216.83","9.04","170.00","198.17","178.00","255.00","242.37","281.39","243.17","250.67","52.17","122.37","333.50","5.72","63.09","72.73","122.32"
"Q2-24","61.00","105.00","152.50","161.33","178.00","8.48","140.92","200.00","160.00","200.00","210.00","225.00","210.00","209.42","40.00","105.00","300.00","4.80","65.00","76.67","120.00"
"Q3-24","57.50","91.00","142.00","147.00","154.00","7.98","131.00","188.00","141.50","160.00","185.00","184.00","177.33","209.50","34.00","91.00","257.50","4.20","67.00","78.00","124.00"
"Cal25","13.45","91.49","10.60","22.50","31.75","31.11","14.50","26.25","27.75","10.50","13.25","38.25","40.00","37.25","32.00","15.70","27.95","4.00","69.50","70.00","118.75"
"Cal26","12.85","86.25","10.10","22.00","31.00","29.63","14.30","24.75","26.80","10.00","12.75","37.25","39.00","37.00","32.00","14.80","27.20","3.70","69.50","70.00","118.75"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
