"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","43.55","86.94","125.00","140.21","165.00","7140000.00","142.83","116.88","142.14","150.28","150.00","108.44","121.88","160.00","3087500.00","86.94","194.29","3400000.00","50.00","56.50","101.33"
"BITR Change","-0.30","0.16","53.13","0.85","32.50","-45000.00","-2.06","-2.81","6.43","-0.83","-1.11","-2.81","2.50","0.00","-33333.00","0.16","7.86","-25000.00","0.00","-0.25","-0.92"
"MTD","44.12","86.54","125.28","138.95","139.26","7200833.33","144.33","119.17","138.57","154.63","161.11","110.73","119.57","160.00","3130555.33","86.54","186.91","3431250.00","50.06","57.27","102.81"
"MTD Change","-0.28","0.20","-0.14","0.20","12.87","-30416.67","-0.75","-1.15","1.78","-2.17","-5.55","-1.15","-0.09","0.00","-21527.67","0.20","3.69","-15625.00","-0.03","-0.39","-0.74"
"Dec-24","49.50","94.00","133.00","140.00","174.00","7.10","152.50","127.00","169.00","170.00","190.00","116.75","135.00","180.00","2.88","94.00","192.00","3.60","50.00","56.00","100.50"
"Jan-25","55.20","87.41","132.26","146.76","167.14","7.55","144.72","134.30","148.96","172.29","181.70","124.02","176.83","198.59","2.66","87.41","198.31","3.40","50.50","54.00","100.00"
"Feb-25","55.20","85.08","126.70","143.10","150.48","7.50","140.06","134.93","138.96","164.96","172.27","129.19","174.54","195.87","2.62","85.08","200.42","3.45","50.50","54.00","99.00"
"Mar-25","55.20","82.75","121.14","139.43","143.81","7.50","135.39","133.67","134.42","157.62","170.93","133.73","172.25","193.14","2.58","82.75","202.53","3.50","50.50","54.00","98.00"
"Apr-25","54.28","78.96","120.52","138.43","135.24","7.45","129.79","129.26","127.16","150.29","176.99","122.98","171.10","190.42","2.50","78.96","201.27","3.40","51.00","53.00","99.00"
"Q1-25","55.20","85.08","126.70","143.10","153.81","7.52","140.06","134.30","140.78","164.96","174.97","128.98","174.54","195.87","2.62","85.08","200.42","3.45","51.00","54.00","99.00"
"Q2-25","54.05","76.34","119.28","137.09","133.33","7.43","126.05","128.63","122.62","142.96","173.62","121.95","169.95","187.70","2.50","76.34","201.27","3.30","51.00","53.00","99.00"
"Q3-25","50.83","66.72","115.57","133.42","119.05","6.95","123.72","116.65","113.53","139.30","152.09","117.40","169.50","186.34","2.48","66.72","183.54","3.20","53.00","57.00","103.00"
"Cal25","10.76","94.00","10.11","21.00","36.54","27.78","14.25","20.00","28.10","10.50","12.66","28.24","37.25","35.25","2.56","16.13","23.15","3.30","50.00","57.25","100.50"
"Cal26","11.45","73.43","10.00","20.75","25.50","27.22","14.20","19.20","27.40","10.00","12.30","29.00","36.50","34.75","2.56","12.60","23.00","3.25","56.50","59.75","107.50"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
