"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","126.28","147.50","156.67","193.57","221.11","13677778.00","202.78","105.63","180.71","173.61","142.50","150.63","148.69","178.50","3384000.00","147.50","210.36","3881250.00","60.83","66.75","125.17"
"BITR Change","28.11","10.28","6.67","11.43","20.00","867290.00","-0.61","10.63","-3.58","7.78","-6.94","1.57","0.25","0.36","105000.00","10.28","-1.07","137500.00","7.50","4.25","8.92"
"MTD","92.36","123.01","145.09","166.68","176.83","11520103.35","177.63","107.51","201.66","159.75","146.03","125.47","138.56","184.39","3134222.61","123.01","201.57","3307717.39","61.00","66.56","122.53"
"MTD Change","5.28","3.26","1.46","3.49","6.47","283219.35","3.76","-0.83","-2.78","1.72","-0.75","3.74","1.65","-0.99","29016.61","3.26","1.00","82592.39","-0.60","-0.13","-0.06"
"Oct-25","91.75","122.90","145.05","166.52","176.00","11.50","177.53","107.47","201.82","159.00","145.95","125.47","138.50","184.00","3.13","122.90","201.45","3.30","61.00","66.35","122.53"
"Nov-25","99.50","144.00","150.00","185.00","215.83","12.10","170.00","134.00","194.00","160.00","181.00","155.00","155.00","192.50","2.80","144.00","220.00","3.50","68.00","66.00","129.00"
"Dec-25","90.00","131.00","147.00","175.00","197.83","11.35","160.00","148.00","205.00","175.00","206.00","177.00","165.00","200.00","2.92","131.00","235.00","3.80","71.50","68.00","131.00"
"Jan-26","81.42","107.42","129.94","147.22","162.67","10.00","135.31","140.20","149.24","150.96","191.43","159.62","165.89","195.20","2.64","107.42","210.53","3.80","66.50","62.00","126.00"
"Feb-26","73.60","100.94","126.82","145.20","161.21","9.10","132.65","138.24","146.92","146.86","187.42","155.47","164.50","193.57","2.62","100.94","207.98","3.50","64.00","62.00","124.50"
"Q4-25","93.75","132.63","147.35","175.51","194.88","11.65","169.18","129.82","200.27","160.00","177.65","152.49","152.83","192.17","2.95","132.63","218.82","3.53","66.83","66.78","127.51"
"Q1-26","74.06","100.94","126.82","145.20","161.21","9.27","132.65","138.24","146.92","146.86","187.42","155.47","164.50","193.57","2.62","100.94","207.98","3.50","64.83","62.00","125.00"
"Q2-26","13.55","87.51","11.00","20.80","29.09","29.44","13.45","19.25","28.20","9.25","12.67","33.20","34.00","34.00","2.50","14.86","22.90","3.30","62.00","61.00","122.00"
"Cal26","13.79","87.26","11.20","21.14","29.00","29.88","14.20","18.89","28.34","10.00","12.75","33.35","34.75","34.75","2.56","14.82","22.95","3.30","62.46","61.50","123.00"
"Cal27","12.00","74.09","10.45","20.50","24.80","27.41","13.75","16.60","20.50","9.75","11.30","27.50","34.50","34.50","2.48","12.58","19.85","3.15","53.00","53.00","109.00"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
