"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","91.35","93.89","120.83","176.43","151.94","8420000.00","133.78","116.88","172.14","141.11","135.83","221.88","250.00","221.07","3195000.00","93.89","365.71","5387500.00","89.00","72.50","126.33"
"BITR Change","9.60","4.17","0.83","16.86","9.72","445000.00","-3.16","1.25","13.57","-0.56","2.22","5.00","4.37","0.71","55000.00","4.17","10.00","87500.00","2.17","1.19","0.89"
"MTD","57.15","86.14","121.88","142.08","154.15","6742205.56","133.33","129.49","128.42","158.11","137.36","173.64","181.27","203.37","2946250.00","86.14","251.90","4095117.19","75.76","66.37","121.85"
"MTD Change","2.28","0.52","-0.07","2.29","-0.15","111852.96","0.03","-0.84","2.91","-1.13","-0.10","3.22","4.58","1.18","16583.33","0.52","7.59","86158.85","0.88","0.41","0.30"
"Jun-25","67.79","91.00","124.00","150.00","153.25","7.35","134.00","132.00","130.00","155.00","147.50","189.50","190.00","200.00","2.92","91.00","268.00","4.55","78.34","67.50","123.11"
"Jul-25","71.50","92.00","118.00","145.00","146.58","8.30","125.00","139.00","147.00","129.75","173.00","198.00","172.50","175.00","2.72","92.00","260.00","5.10","86.00","63.00","126.00"
"Aug-25","59.50","83.00","111.00","141.50","130.58","7.40","121.00","128.50","126.00","129.75","158.50","156.00","159.50","172.00","2.64","83.00","240.00","4.70","70.00","60.00","119.00"
"Sep-25","58.00","80.00","114.50","135.00","126.58","7.20","129.00","124.00","117.00","129.75","151.50","136.00","152.50","178.00","2.56","80.00","220.00","4.30","68.00","60.00","118.00"
"Oct-25","64.00","83.00","120.00","138.00","137.58","7.80","132.50","129.00","117.00","157.00","165.00","133.00","166.00","187.00","2.68","83.00","184.00","4.30","67.50","60.00","117.00"
"Q3-25","63.00","85.00","114.50","140.50","134.58","7.63","125.00","130.50","130.00","129.75","161.00","163.33","162.50","175.00","2.64","85.00","240.00","4.70","74.67","61.00","121.00"
"Q4-25","66.50","88.00","125.00","143.00","139.58","8.20","137.50","133.00","120.00","157.00","173.00","132.00","170.00","190.00","2.80","88.00","188.00","4.50","67.50","60.00","117.00"
"Q1-26","60.26","78.03","104.99","140.85","120.48","7.85","132.65","126.25","117.54","146.86","163.32","126.45","164.50","193.57","2.62","78.03","176.15","3.70","56.00","55.00","106.00"
"Cal26","12.40","73.25","10.00","20.70","23.40","26.20","14.20","18.50","22.11","10.00","11.43","27.75","34.75","34.75","2.56","12.44","20.05","3.54","56.50","56.50","107.50"
"Cal27","11.35","66.08","9.80","20.50","22.68","24.81","13.75","16.60","19.50","9.75","11.10","24.55","34.50","34.50","2.48","11.22","19.60","3.40","48.00","56.50","100.00"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
