"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","66.46","102.77","144.64","185.36","177.19","9700000.00","144.44","194.00","257.86","206.39","265.00","123.13","147.19","186.07","3400000.00","102.77","239.14","3306250.00","145.00","118.60","212.57"
"BITR Change","-0.42","4.13","-1.25","0.36","-2.50","-5556.00","-1.39","-1.75","1.43","3.06","0.56","4.38","16.88","1.07","0.00","4.13","41.28","100000.00","-2.57","-1.20","-5.29"
"MTD","66.54","99.86","144.88","185.12","177.92","9701852.00","146.23","200.33","257.86","200.00","264.17","120.11","136.04","184.40","3402777.67","99.86","207.10","3233333.33","146.95","120.60","217.19"
"MTD Change","-0.04","1.45","-0.12","0.12","-0.36","-926.00","-0.90","-3.17","0.00","3.19","0.42","1.51","5.57","0.83","-1388.83","1.45","16.02","36458.33","-0.98","-1.00","-2.31"
"Dec-23","65.68","106.26","151.00","174.00","173.00","9.70","155.00","210.00","231.73","190.00","285.15","144.00","175.00","197.00","3.24","106.26","230.00","3.60","123.00","118.00","210.00"
"Jan-24","13.90","96.91","12.82","27.30","41.80","31.85","17.50","37.00","42.00","11.00","20.65","44.00","42.70","40.00","3.00","18.50","33.45","3.75","107.00","115.00","195.00"
"Feb-24","12.90","86.43","11.60","26.05","37.10","30.00","17.00","32.95","34.40","10.50","18.65","43.50","42.70","39.50","2.80","16.50","32.70","3.65","100.00","112.00","185.00"
"Mar-24","12.20","83.81","11.00","25.00","33.90","28.52","16.50","30.60","33.10","10.00","16.95","43.00","42.70","39.00","2.56","16.00","32.10","3.55","90.00","108.00","170.00"
"Apr-24","12.45","81.98","10.85","23.00","33.70","29.26","16.25","29.10","31.50","10.00","15.90","40.95","42.30","38.75","2.44","15.65","29.85","3.30","81.00","100.00","160.00"
"Q1-24","13.00","89.05","11.81","26.12","37.60","30.12","17.00","33.52","36.50","10.50","18.75","43.50","42.70","39.50","2.79","17.00","32.75","3.65","99.00","111.67","183.33"
"Q2-24","12.45","80.93","10.65","22.50","33.20","29.26","16.00","28.10","30.50","10.00","14.90","40.70","42.30","38.50","2.40","15.45","29.65","3.30","77.00","96.00","160.00"
"Q3-24","12.15","74.12","10.25","22.00","30.05","28.52","15.00","24.20","25.25","9.00","12.90","40.00","42.20","38.50","2.24","14.15","28.90","3.05","77.00","96.00","155.00"
"Cal24","12.95","83.42","11.11","23.65","33.66","30.31","16.00","27.85","30.25","9.88","15.20","41.27","42.50","39.00","2.46","15.93","30.31","3.34","83.25","95.92","164.58"
"Cal25","12.90","75.69","10.50","22.50","30.80","29.63","15.20","26.20","28.00","9.00","12.45","36.90","42.25","37.25","2.32","14.45","27.60","3.10","78.00","70.00","137.91"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
