"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","101.67","111.67","130.00","164.64","143.61","11517778.00","142.83","120.94","173.57","169.72","180.00","130.31","128.69","197.93","3100000.00","111.67","174.64","3275000.00","73.17","83.75","151.17"
"BITR Change","-0.44","-2.41","0.00","1.50","8.05","-471111.00","-0.28","-10.00","16.78","-0.28","24.44","-3.13","0.94","-0.71","-94000.00","-2.41","6.35","-75000.00","-1.08","0.00","-0.50"
"MTD","86.88","112.16","127.90","156.85","162.03","10456144.44","135.08","120.33","164.77","158.66","142.54","150.42","147.94","207.82","3184511.11","112.16","190.92","3861631.94","77.59","82.17","149.25"
"MTD Change","0.87","-0.03","0.12","0.46","-1.15","62449.03","0.46","-0.02","0.84","0.68","2.99","-1.31","-1.13","-0.58","-9324.18","-0.03","-0.82","-35978.35","-0.26","0.09","0.11"
"Sep-25","89.00","112.50","128.00","157.00","155.60","10.50","136.00","121.50","167.00","160.00","149.00","147.00","145.00","205.00","3.16","112.50","188.00","3.75","77.43","82.50","149.78"
"Oct-25","84.50","115.00","125.00","155.00","169.96","9.90","132.50","132.50","165.00","135.00","171.00","135.00","161.00","192.00","2.68","115.00","190.00","3.70","78.00","78.00","152.00"
"Nov-25","77.50","115.00","130.00","157.50","172.46","9.65","137.50","137.50","173.00","150.00","192.00","145.00","165.00","195.00","2.80","115.00","200.50","4.00","78.50","78.00","148.50"
"Dec-25","75.00","115.00","135.00","160.00","171.96","9.55","142.50","142.50","179.00","165.00","205.50","152.00","169.00","200.00","2.92","115.00","206.50","4.30","78.00","78.00","145.00"
"Jan-26","70.38","104.53","129.94","142.86","153.80","9.05","135.31","139.74","136.51","150.96","195.45","144.69","165.89","195.20","2.64","104.53","202.89","4.00","67.00","64.00","127.00"
"Q4-25","79.00","115.00","130.00","157.50","171.46","9.70","137.50","137.50","172.33","150.00","189.50","144.00","165.00","195.00","2.80","115.00","199.00","4.00","78.17","78.00","148.50"
"Q1-26","66.70","98.06","126.82","140.85","152.34","8.90","132.65","137.79","134.20","146.86","191.43","142.62","164.50","193.57","2.62","98.06","200.34","3.70","65.83","64.00","128.00"
"Q2-26","13.30","86.28","10.00","20.50","27.60","29.63","13.45","18.40","26.40","9.25","12.50","30.80","34.00","34.00","2.50","14.65","22.60","3.60","61.50","62.00","125.00"
"Cal26","13.10","86.65","10.64","20.75","27.89","29.72","14.20","18.59","26.50","10.00","12.74","31.07","34.75","34.75","2.56","14.71","22.60","3.54","62.46","61.75","125.00"
"Cal27","12.05","76.56","9.80","20.50","24.41","27.41","13.75","16.80","20.50","9.75","11.10","26.40","34.50","34.50","2.48","13.00","19.85","3.30","53.50","53.00","110.00"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
