"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","44.35","89.17","122.50","134.50","173.33","6182500.00","135.22","137.50","117.86","160.56","135.56","158.75","147.50","200.00","2865000.00","89.17","188.57","3662500.00","68.75","64.13","119.83"
"BITR Change","-1.40","2.50","-1.25","1.00","14.77","-782500.00","-0.89","12.50","6.43","-13.05","-23.88","-3.13","0.94","-3.93","-20000.00","2.50","6.43","-56250.00","0.25","0.63","2.33"
"MTD","45.66","87.43","123.33","133.73","167.69","6743808.25","132.84","130.63","116.61","169.58","154.58","160.16","147.74","202.79","2874250.00","87.43","187.05","3700781.25","68.44","63.41","117.73"
"MTD Change","-1.54","2.01","-0.63","0.38","9.80","-271191.75","3.23","0.63","-1.78","-7.64","-15.69","-0.47","-1.01","-1.89","-3250.00","2.01","0.09","-22656.25","0.10","0.66","1.56"
"Jun-25","49.00","84.00","116.00","135.00","146.74","6.40","131.00","133.00","119.50","155.00","158.00","141.50","150.00","190.00","2.56","84.00","199.00","3.40","68.89","64.00","118.76"
"Jul-25","51.00","78.50","112.00","125.00","126.74","6.40","120.00","130.50","117.00","129.75","153.00","133.00","150.00","175.00","2.48","78.50","192.00","3.25","66.00","58.00","118.00"
"Aug-25","51.00","73.50","105.00","121.00","110.24","6.60","116.00","112.50","103.50","129.75","143.50","129.50","147.00","172.00","2.48","73.50","182.00","3.30","62.00","58.00","117.00"
"Sep-25","53.75","74.50","108.50","129.00","113.24","6.80","124.00","117.50","108.00","129.75","147.50","121.50","153.00","178.00","2.48","74.50","178.00","3.15","61.00","58.00","116.00"
"Oct-25","59.50","77.50","117.00","135.00","123.24","7.70","130.00","125.50","112.00","157.00","165.00","118.00","161.00","187.00","2.64","77.50","176.00","3.35","61.00","57.00","114.00"
"Q3-25","51.92","75.50","108.00","125.00","116.74","6.60","120.00","120.17","109.50","129.75","148.00","128.00","150.00","175.00","2.48","75.50","184.00","3.20","63.00","58.00","117.00"
"Q4-25","61.50","82.50","122.00","140.00","127.24","8.10","135.00","127.50","115.00","157.00","173.00","120.00","165.00","190.00","2.64","82.50","180.00","3.35","61.00","57.00","114.00"
"Q1-26","57.73","75.09","104.99","140.85","117.27","7.85","132.65","117.26","116.15","146.86","160.64","114.64","164.50","193.57","2.62","75.09","169.35","3.30","55.00","52.00","104.00"
"Cal26","11.35","70.30","10.00","20.70","22.74","26.20","14.20","17.69","21.85","10.00","11.22","26.30","34.75","34.75","2.56","11.94","19.25","3.25","54.50","54.00","105.50"
"Cal27","10.75","64.49","9.80","20.50","21.87","24.81","13.75","16.60","19.50","9.75","11.10","24.10","34.50","34.50","2.48","10.95","19.00","3.10","48.00","54.00","100.00"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
