"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","163.28","163.61","190.83","210.43","285.00","14678333.00","261.56","125.94","253.57","237.22","195.00","183.44","167.19","218.21","4875000.00","163.61","212.14","4000000.00","96.33","84.50","151.67"
"BITR Change","9.11","2.78","0.41","210.43","-0.56","526666.00","-2.61","-0.31","40.00","0.83","0.56","6.30","167.19","218.21","0.00","2.78","13.57","42857.00","3.42","2.50","2.83"
"MTD","141.97","157.20","191.76","219.28","290.92","13962923.86","247.77","143.37","252.37","235.06","236.27","192.61","188.01","227.84","4936428.57","157.20","222.96","4193048.50","95.31","86.31","155.75"
"MTD Change","1.64","2.78","-0.07","-0.80","-0.46","55031.47","1.06","-1.34","0.09","0.17","-3.17","-0.71","-1.89","-0.88","-4725.27","2.78","-0.83","-14849.88","0.08","-0.14","-0.31"
"Feb-26","153.38","16.50","190.00","216.00","166.85","14.10","235.00","17.85","27.60","230.00","14.63","191.00","180.00","230.00","4.80","16.50","215.00","4.15","96.50","85.00","154.03"
"Mar-26","171.00","15.82","163.50","195.00","166.55","13.45","190.00","18.60","26.00","190.00","14.35","224.00","170.00","203.50","4.24","15.82","260.00","3.85","91.00","75.00","147.00"
"Apr-26","157.00","15.99","151.50","165.00","145.55","12.45","170.00","18.30","26.90","175.00","12.97","217.00","165.00","199.50","3.84","15.99","245.00","3.65","82.00","70.00","137.00"
"May-26","134.50","15.59","139.00","158.00","145.55","11.30","150.00","17.80","26.50","155.00","12.67","197.00","163.50","197.50","3.56","15.59","235.00","3.55","75.00","67.50","135.00"
"Jun-26","125.50","15.19","134.50","150.00","145.55","10.40","130.00","17.30","26.10","135.00","12.37","184.00","162.00","195.50","3.04","15.19","228.00","3.45","74.00","65.00","134.00"
"Q2-26","139.00","15.59","141.67","157.67","145.55","11.38","150.00","17.80","26.50","155.00","12.67","199.33","163.50","197.50","3.48","15.59","236.00","3.55","77.00","67.50","135.33"
"Q3-26","95.00","13.40","129.50","148.75","123.86","9.38","115.00","16.10","23.50","128.33","10.84","178.00","162.00","195.00","2.72","13.40","220.00","3.13","71.67","63.00","130.00"
"Q4-26","20.11","14.50","13.93","22.91","28.20","37.78","16.05","2.70","5.52","10.80","0.87","36.74","35.73","35.75","2.72","2.46","24.93","3.30","65.50","62.00","125.00"
"Cal27","15.50","76.80","12.14","20.32","25.47","30.51","14.00","16.65","22.93","9.80","11.45","29.75","34.50","34.55","2.48","13.04","21.19","3.15","55.50","53.00","105.00"
"Cal28","13.20","66.61","11.70","20.00","23.23","25.93","13.55","16.20","20.26","9.55","11.10","25.60","34.25","34.30","2.48","11.31","19.30","3.00","45.00","43.00","95.00"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
