"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","43.60","74.72","122.50","132.07","138.06","5947500.00","128.78","135.63","110.71","160.00","130.28","139.06","164.38","195.54","2845000.00","74.72","202.14","3375000.00","69.00","65.25","120.83"
"BITR Change","-1.10","-5.56","0.00","-0.72","-8.61","-10000.00","1.00","-2.18","-20.72","0.00","0.28","-1.88","7.50","-0.71","0.00","-5.56","-0.36","-6250.00","0.00","-0.25","-0.67"
"MTD","45.02","84.28","122.82","133.44","160.46","6346976.56","130.93","134.97","117.98","163.83","141.08","152.54","151.46","199.57","2863555.56","84.28","193.53","3574652.78","68.93","64.21","119.45"
"MTD Change","-0.18","-1.19","-0.04","-0.17","-2.80","-49934.57","-0.27","0.08","-0.91","-0.48","-1.35","-1.68","1.61","-0.50","-2319.44","-1.19","1.08","-24956.60","0.01","0.13","0.17"
"Jun-25","47.56","81.00","119.00","135.00","142.58","6.20","131.00","132.00","120.00","155.00","158.00","141.50","150.00","190.00","2.72","81.00","205.00","3.40","67.80","64.00","119.73"
"Jul-25","51.25","76.00","112.00","125.00","126.45","6.40","120.00","132.00","115.00","129.75","165.00","136.00","150.00","175.00","2.48","76.00","200.00","3.25","65.00","58.00","116.00"
"Aug-25","50.25","72.00","105.00","121.00","115.45","6.60","116.00","115.50","104.50","129.75","144.00","128.00","147.00","172.00","2.48","72.00","180.00","3.30","61.50","58.00","114.00"
"Sep-25","52.75","74.00","108.50","129.00","116.45","6.80","124.00","117.50","109.00","129.75","150.00","122.50","153.00","178.00","2.48","74.00","175.00","3.15","61.50","58.00","112.00"
"Oct-25","60.25","77.50","117.00","135.00","122.95","7.70","130.00","123.00","112.00","157.00","165.00","120.00","161.00","187.00","2.64","77.50","176.00","3.35","60.00","57.00","112.00"
"Q3-25","51.42","74.00","108.00","125.00","119.45","6.60","120.00","121.67","109.50","129.75","153.00","128.83","150.00","175.00","2.48","74.00","185.00","3.20","62.67","58.00","114.00"
"Q4-25","62.50","82.50","122.00","140.00","127.95","8.10","135.00","125.00","115.00","157.00","173.00","119.00","165.00","190.00","2.64","82.50","180.00","3.35","60.00","57.00","112.00"
"Q1-26","57.27","75.09","104.99","140.85","117.27","7.85","132.65","121.17","116.15","146.86","160.64","115.05","164.50","193.57","2.62","75.09","171.05","3.30","53.00","52.00","103.00"
"Cal26","11.40","70.30","10.00","20.70","22.74","26.20","14.20","17.85","21.85","10.00","11.22","26.50","34.75","34.75","2.56","11.94","19.45","3.25","53.00","54.00","104.50"
"Cal27","10.80","64.49","9.80","20.50","21.88","24.81","13.75","16.60","19.50","9.75","11.10","24.10","34.50","34.50","2.48","10.95","19.00","3.10","48.00","54.00","100.00"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
