"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","60.80","87.78","107.92","147.43","126.94","6460000.00","118.83","148.13","110.00","178.33","168.89","124.38","127.88","167.86","3350000.00","87.78","185.71","3431250.00","50.33","52.25","97.17"
"BITR Change","0.65","6.84","-0.63","-0.43","-1.67","145000.00","-0.84","4.38","-8.93","1.66","5.83","0.63","-0.31","0.07","-8333.00","6.84","2.14","-18750.00","-2.00","-0.25","-0.17"
"MTD","57.30","75.20","111.78","138.15","130.63","6808245.06","121.10","144.89","119.35","171.95","167.51","143.75","140.19","167.78","3221035.36","75.20","201.26","3828622.18","55.69","55.76","101.05"
"MTD Change","-0.06","0.90","-0.90","1.06","-0.51","0.00","-0.28","-0.34","-0.39","1.63","-0.08","-4.13","-1.35","0.01","29121.75","0.90","-3.53","-68860.48","-0.96","-0.70","-0.83"
"Jan-25","57.27","74.90","111.75","138.15","130.75","8.07","121.25","144.65","119.75","171.75","167.25","143.50","140.00","168.00","3.22","74.90","201.00","3.83","55.78","55.75","101.07"
"Feb-25","66.50","91.00","117.00","144.00","145.00","9.15","125.00","150.00","125.00","153.75","180.00","125.00","155.00","175.00","2.62","91.00","193.00","3.90","50.00","53.00","96.00"
"Mar-25","67.00","90.00","113.00","137.00","138.75","9.30","128.00","141.00","126.00","147.00","172.00","131.00","160.00","185.00","2.58","90.00","194.00","3.80","52.00","53.00","100.00"
"Apr-25","67.25","86.00","110.00","134.00","136.25","9.35","123.25","141.00","135.00","140.00","170.00","131.00","172.75","185.00","2.50","86.00","190.00","3.50","52.50","53.00","107.00"
"May-25","66.00","85.00","108.00","132.00","135.50","9.15","118.00","138.50","130.00","130.50","167.50","127.50","171.75","183.00","2.50","85.00","187.50","3.45","53.00","53.00","108.00"
"Q1-25","63.59","85.30","113.92","139.72","137.08","8.84","124.75","145.22","123.58","157.50","173.08","133.17","151.67","176.00","2.81","85.30","196.00","3.84","52.59","53.92","99.02"
"Q2-25","66.00","85.00","108.00","132.00","135.50","9.12","119.75","138.50","130.00","133.33","167.50","128.00","171.67","183.00","2.50","85.00","187.50","3.45","53.00","53.00","108.00"
"Q3-25","55.25","73.00","106.00","125.00","117.25","7.65","117.50","120.00","117.00","129.75","153.00","121.00","171.25","175.00","2.48","73.00","181.00","3.30","55.50","57.00","110.00"
"Cal26","12.35","72.73","10.00","20.75","23.70","29.12","14.20","18.34","27.10","10.00","12.47","25.50","34.75","34.75","2.56","12.35","22.68","3.25","57.00","59.75","108.75"
"Cal27","12.00","70.38","9.80","20.50","23.27","28.33","13.75","18.15","26.80","9.75","12.15","24.75","36.00","34.50","2.48","11.95","22.20","3.10","57.00","59.75","108.75"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
