"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","99.56","114.61","130.00","162.07","146.94","12122222.00","141.67","130.94","156.79","170.00","155.56","133.44","127.50","200.36","3194000.00","114.61","168.29","3350000.00","77.00","84.25","151.83"
"BITR Change","-4.77","-0.39","-0.42","0.00","-2.50","-241667.00","0.67","0.31","0.36","7.22","5.00","-8.12","0.34","0.00","16000.00","-0.39","1.15","-50000.00","0.33","0.50","-0.17"
"MTD","85.00","112.07","127.64","155.97","165.02","10293995.81","134.10","119.69","164.41","157.22","138.55","152.87","150.41","209.01","3193825.00","112.07","193.20","3931835.94","78.08","81.97","148.98"
"MTD Change","0.97","0.17","0.16","0.41","-1.29","121881.75","0.50","0.75","-0.54","0.85","1.13","-1.30","-1.53","-0.58","11.67","0.17","-1.66","-38789.06","-0.07","0.15","0.19"
"Sep-25","86.75","113.50","128.00","155.00","155.45","10.35","132.00","122.00","168.00","155.00","150.00","152.17","150.00","205.00","3.08","113.50","193.35","3.75","77.78","82.50","149.80"
"Oct-25","82.00","118.00","125.00","150.00","166.80","9.90","132.50","129.00","159.00","135.00","173.00","131.00","161.00","192.00","2.68","118.00","193.00","3.70","77.00","78.00","151.00"
"Nov-25","75.25","115.00","130.00","151.00","169.80","9.65","137.50","133.00","169.00","150.00","190.00","142.00","165.00","195.00","2.80","115.00","200.50","4.00","78.00","78.00","149.00"
"Dec-25","73.75","116.00","135.00","152.00","171.30","9.55","142.50","138.00","172.00","165.00","201.00","147.00","169.00","200.00","2.92","116.00","206.50","4.30","76.00","78.00","145.50"
"Jan-26","69.46","102.77","129.94","142.86","154.03","9.05","135.31","137.79","134.89","150.96","195.45","143.86","165.89","195.20","2.64","102.77","202.89","4.00","66.00","64.00","127.00"
"Q4-25","77.00","116.33","130.00","151.00","169.30","9.70","137.50","133.33","166.67","150.00","188.00","140.00","165.00","195.00","2.80","116.33","200.00","4.00","77.00","78.00","148.50"
"Q1-26","65.78","96.29","126.82","140.85","152.57","8.90","132.65","135.83","132.58","146.86","191.43","141.79","164.50","193.57","2.62","96.29","200.34","3.70","65.50","64.00","127.00"
"Q2-26","13.30","85.69","10.00","20.50","27.70","29.63","13.45","17.70","26.40","9.25","12.50","30.80","34.00","34.00","2.50","14.55","22.60","3.60","61.50","62.00","124.00"
"Cal26","13.05","86.06","10.64","20.75","27.84","29.72","14.20","18.15","26.41","10.00","12.74","31.02","34.75","34.75","2.56","14.61","22.60","3.54","62.38","61.75","124.00"
"Cal27","12.05","76.56","9.80","20.50","24.36","27.41","13.75","16.80","20.50","9.75","11.10","26.40","34.50","34.50","2.48","13.00","19.85","3.30","53.50","53.00","110.00"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
