"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","405.00","158.61","147.92","290.71","184.17","16888889.00","201.22","143.13","236.79","219.44","195.00","520.00","212.81","283.57","4320000.00","158.61","730.00","10128125.00","","146.50","259.83"
"BITR Change","3.06","0.55","-1.66","-1.43","-13.55","1038889.00","-2.45","-0.62","-13.92","-1.12","5.56","-4.38","-7.94","-2.79","10000.00","0.55","0.00","15625.00","","0.00","-0.17"
"MTD","402.94","152.14","150.67","309.09","226.38","16198777.70","213.48","141.60","265.21","224.08","188.97","538.53","235.40","292.52","4456280.00","152.14","730.00","10023437.60","222.56","151.75","271.68"
"MTD Change","0.23","0.55","-0.31","-2.30","-4.69","76679.03","-1.36","0.17","-3.16","-0.52","0.67","-2.06","-2.82","-1.12","-15142.22","0.55","-0.00","11631.93","0.00","-0.58","-1.32"
"Jun-26","410.00","15.19","150.00","300.00","145.55","16.20","210.00","17.30","26.10","220.00","12.37","288.00","230.00","275.00","4.80","15.19","600.00","9.50","238.90","145.00","262.04"
"Jul-26","410.00","13.40","150.00","202.00","123.86","15.00","170.00","16.10","23.50","150.00","10.84","274.00","170.00","210.00","4.40","13.40","500.00","8.00","210.00","125.00","220.00"
"Aug-26","320.00","13.40","145.00","177.00","123.86","13.75","145.00","16.10","23.50","140.00","10.84","274.00","160.00","185.00","3.80","13.40","450.00","6.50","155.00","115.00","175.00"
"Sep-26","230.00","","140.00","177.00","","13.00","135.00","","","135.00","","274.00","164.00","170.00","3.20","","400.00","5.00","130.00","105.00","162.00"
"Oct-26","200.00","","160.00","190.00","","12.85","135.00","","","140.00","","245.00","173.50","170.00","2.96","","360.00","3.50","122.00","95.00","160.00"
"Q3-26","320.00","13.40","145.00","185.33","123.86","13.92","150.00","16.10","23.50","141.67","10.84","274.00","164.67","188.33","3.80","13.40","450.00","6.50","165.00","115.00","185.67"
"Q4-26","203.00","14.50","165.00","198.33","137.37","13.60","143.33","17.60","25.55","145.00","11.61","235.00","177.50","180.00","2.96","14.50","345.00","3.40","120.00","95.00","160.00"
"Q1-27","29.90","82.45","14.00","22.50","48.91","44.44","14.75","17.90","24.79","10.55","13.04","44.25","35.25","35.30","2.88","14.00","26.30","3.35","83.00","70.00","141.00"
"Cal27","20.90","76.80","13.07","20.82","25.47","37.96","14.00","16.65","22.93","9.80","11.45","40.90","34.50","34.55","2.48","13.04","24.55","3.15","76.25","62.50","130.00"
"Cal28","15.40","66.61","12.70","20.25","23.23","27.22","13.55","16.20","20.26","9.55","11.10","33.00","34.25","34.30","2.48","11.31","20.00","3.00","63.00","48.00","104.75"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
