"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","50.71","67.50","91.43","136.79","90.63","8022222.00","106.44","184.25","122.50","237.78","204.44","155.63","183.50","244.29","3016667.00","67.50","212.86","3825000.00","159.43","","235.29"
"BITR Change","-0.29","0.00","0.32","3.72","0.32","-244445.00","-3.00","0.25","-21.67","12.22","-22.78","0.63","-1.69","-2.00","-8333.00","0.00","-23.57","-6250.00","-9.14","","-8.00"
"MTD","41.85","71.36","94.58","113.00","98.87","7588680.45","97.36","184.39","114.96","196.04","246.50","155.70","195.53","252.74","2951041.65","71.36","275.91","3845223.20","157.72","","221.81"
"MTD Change","0.47","-0.20","-0.17","1.32","-0.46","22817.98","0.48","-0.01","0.42","2.20","-2.21","-0.00","-0.67","-0.47","3453.97","-0.20","-3.32","-1064.38","0.09","","0.71"
"Sep-23","42.25","71.25","94.50","114.00","98.50","7.60","98.00","184.00","118.50","196.00","245.00","155.75","195.00","253.00","2.96","71.25","275.00","3.80","158.24","120.00","227.66"
"Oct-23","53.75","76.00","107.50","140.00","117.00","8.80","122.00","179.00","128.00","185.00","215.00","155.00","217.00","230.00","2.64","76.00","230.00","3.75","140.00","110.00","235.00"
"Nov-23","58.25","86.50","117.50","145.00","132.00","9.50","130.00","190.00","147.00","195.00","253.00","163.00","192.50","240.00","2.72","86.50","255.00","3.85","126.00","100.00","210.00"
"Dec-23","62.00","98.50","127.50","150.00","150.00","10.00","145.00","202.00","158.00","205.00","288.00","180.00","200.00","250.00","2.80","98.50","277.00","3.95","114.00","98.00","190.00"
"Jan-24","14.50","17.75","9.95","24.00","33.60","35.37","17.00","32.15","32.70","11.50","20.70","44.80","42.70","40.00","32.00","17.75","31.45","43.89","109.00","92.00","185.00"
"Q4-23","58.00","87.00","117.50","145.00","133.00","9.43","132.33","190.33","144.33","195.00","252.00","166.00","203.17","240.00","2.72","87.00","254.00","3.85","126.67","102.67","211.67"
"Q1-24","13.65","16.25","9.75","23.00","32.60","33.33","16.50","30.65","31.70","11.00","20.40","43.30","42.70","39.50","32.00","16.25","30.95","42.78","98.00","84.67","175.00"
"Q2-24","12.75","14.40","9.25","21.00","29.35","30.56","15.50","26.20","28.10","10.00","14.80","41.75","42.30","38.50","30.00","14.40","28.70","40.00","98.00","84.67","135.00"
"Cal24","13.07","15.10","9.13","21.75","30.50","31.34","15.50","26.25","29.35","10.00","15.45","42.01","42.50","39.00","30.00","15.10","29.20","40.00","81.25","68.00","142.50"
"Cal25","12.60","14.15","8.90","21.50","29.50","29.26","14.80","25.25","27.50","9.00","12.75","37.50","42.25","37.25","29.00","14.15","27.70","34.44","71.25","58.00","114.00"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
