"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","224.72","221.94","199.17","237.43","290.00","17763056.00","229.44","129.06","264.29","259.44","198.61","225.63","191.88","235.71","4900000.00","221.94","275.00","4818750.00","81.58","81.63","147.50"
"BITR Change","7.83","10.83","4.59","5.64","-3.61","449723.00","5.38","1.25","-6.42","4.16","11.67","10.00","2.82","3.92","6250.00","10.83","12.86","112500.00","1.08","0.13","0.17"
"MTD","160.21","165.75","192.85","220.77","288.88","14685893.85","245.60","137.56","256.48","239.31","222.74","195.16","185.35","226.16","4919187.50","165.75","229.30","4247633.95","94.10","85.25","153.78"
"MTD Change","3.40","10.83","0.33","0.98","0.06","161955.90","-0.85","-0.45","0.41","1.06","-1.27","1.60","0.38","0.56","-1009.87","10.83","2.41","30058.74","-0.66","-0.19","-0.33"
"Feb-26","159.75","16.50","192.50","220.50","166.85","14.66","245.50","17.85","27.60","239.00","14.63","194.50","185.00","226.00","4.92","16.50","228.50","4.25","94.02","85.00","153.54"
"Mar-26","227.00","15.82","172.50","255.00","166.55","16.00","215.00","18.60","26.00","210.00","14.35","254.00","170.00","203.50","4.24","15.82","290.00","3.85","83.50","75.00","144.00"
"Apr-26","210.00","15.99","167.50","240.00","145.55","13.75","190.00","18.30","26.90","190.00","12.97","241.00","165.00","199.50","3.84","15.99","275.00","3.65","84.00","70.00","143.00"
"May-26","160.00","15.59","160.00","230.00","145.55","12.50","170.00","17.80","26.50","170.00","12.67","220.00","163.50","197.50","3.56","15.59","263.00","3.55","82.00","67.50","141.00"
"Jun-26","142.00","15.19","152.50","212.50","145.55","11.50","150.00","17.30","26.10","135.00","12.37","199.00","162.00","195.50","3.04","15.19","251.00","3.45","80.00","65.00","139.00"
"Q2-26","170.67","15.59","160.00","227.50","145.55","12.58","170.00","17.80","26.50","165.00","12.67","220.00","163.50","197.50","3.48","15.59","263.00","3.55","82.00","67.50","141.00"
"Q3-26","115.50","13.40","145.00","165.00","123.86","9.70","125.00","16.10","23.50","128.33","10.84","197.00","162.00","195.00","2.72","13.40","222.00","3.13","71.50","63.00","133.00"
"Q4-26","23.34","14.50","14.79","24.48","28.20","39.44","17.26","2.70","5.52","10.80","0.87","41.47","35.73","35.75","2.72","2.46","25.04","3.30","67.50","62.00","128.00"
"Cal27","16.75","76.80","13.06","20.82","25.47","31.25","14.00","16.65","22.93","9.80","11.45","33.00","34.50","34.55","2.48","13.04","21.19","3.15","57.38","53.00","106.50"
"Cal28","14.00","66.61","12.60","20.25","23.23","26.67","13.55","16.20","20.26","9.55","11.10","27.50","34.25","34.30","2.48","11.31","19.30","3.00","45.00","43.00","95.00"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
