"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","477.22","203.61","227.08","487.86","333.89","15803889.00","286.67","268.13","470.00","503.33","563.89","653.75","308.44","392.50","11226000.00","203.61","722.14","10581250.00","169.00","126.50","230.83"
"BITR Change","-2.78","3.72","-71.25","-1.43","-15.00","-201667.00","-1.11","-1.25","-25.71","-0.56","51.11","0.00","1.88","4.29","96000.00","3.72","5.00","-68750.00","","1.25","0.83"
"MTD","439.58","265.28","354.20","494.69","504.96","18738632.46","431.62","290.75","527.20","489.76","518.40","575.02","303.17","347.36","11439692.31","265.28","704.29","9730048.08","141.13","108.17","199.08"
"MTD Change","3.14","3.72","-10.59","-0.53","-14.26","-244561.96","-12.08","-1.88","-4.77","1.13","3.79","6.56","0.41","3.47","-17807.69","3.72","1.49","70933.49","5.58","1.53","2.65"
"Apr-26","478.00","15.99","311.00","493.00","145.55","17.70","380.00","18.30","26.90","490.00","12.97","515.30","303.00","353.75","11.48","15.99","687.50","10.00","150.75","107.00","209.85"
"May-26","360.00","15.59","260.00","380.00","145.55","15.25","320.00","17.80","26.50","320.00","12.67","400.00","225.00","245.00","8.40","15.59","550.00","7.50","160.00","103.00","207.50"
"Jun-26","294.00","15.19","205.00","280.00","145.55","13.65","190.00","17.30","26.10","210.00","12.37","340.00","180.00","215.50","6.00","15.19","380.00","6.25","140.00","96.00","190.00"
"Jul-26","210.00","13.40","170.00","202.00","123.86","13.20","150.00","16.10","23.50","150.00","10.84","310.00","162.00","180.00","4.80","13.40","320.00","5.00","121.00","91.00","176.00"
"Aug-26","145.00","13.40","165.00","177.00","123.86","12.50","135.00","16.10","23.50","140.00","10.84","282.50","160.00","160.00","4.00","13.40","305.00","4.00","106.00","91.00","172.00"
"Q2-26","377.33","15.59","258.67","384.33","145.55","15.53","296.67","17.80","26.50","340.00","12.67","418.43","236.00","271.42","8.63","15.59","539.17","7.92","150.25","102.00","202.45"
"Q3-26","165.00","13.40","165.00","185.33","123.86","12.55","140.00","16.10","23.50","141.67","10.84","282.50","162.00","170.00","4.00","13.40","305.00","4.03","110.00","91.00","173.00"
"Q4-26","32.34","14.50","17.22","27.75","28.20","50.00","17.26","2.70","5.52","10.80","0.87","49.59","35.73","31.12","2.96","2.46","31.58","3.30","103.00","82.00","170.00"
"Cal27","18.00","76.80","13.45","20.82","25.47","32.59","14.00","16.65","22.93","9.80","11.45","34.25","34.50","34.55","2.48","13.04","24.55","3.15","74.00","60.75","124.50"
"Cal28","15.35","66.61","12.70","20.25","23.23","27.22","13.55","16.20","20.26","9.55","11.10","27.70","34.25","34.30","2.48","11.31","20.00","3.00","58.00","48.00","98.25"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
