"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","58.17","116.14","129.29","166.07","211.88","9505556.00","176.28","155.50","121.67","166.67","188.89","171.56","200.63","261.07","3241667.00","116.14","245.00","4131250.00","114.00","","210.00"
"BITR Change","5.13","6.82","12.19","4.64","14.38","1055556.00","48.17","-4.00","-3.33","-2.77","-69.44","2.50","-2.50","8.71","8334.00","6.82","-2.86","56250.00","-3.14","","-3.00"
"MTD","44.98","80.68","103.89","153.91","137.53","7850889.00","118.14","176.80","126.96","200.39","194.72","159.47","198.00","247.46","3185833.10","80.68","258.29","3943125.00","120.09","","215.26"
"MTD Change","2.66","8.01","4.34","2.46","16.79","281722.25","8.51","-4.83","-0.91","-8.08","7.22","2.71","0.97","2.31","12916.73","8.01","-2.96","40000.00","-1.13","","-0.94"
"Oct-23","52.30","96.00","113.00","158.00","159.66","8.70","145.00","176.70","130.00","195.00","200.00","165.15","200.00","240.00","3.04","96.00","255.00","4.00","116.18","110.00","206.48"
"Nov-23","59.75","96.00","130.00","170.00","166.00","9.65","145.00","190.00","145.00","200.00","230.00","180.00","193.00","240.00","2.96","96.00","264.00","4.05","113.00","100.00","195.00"
"Dec-23","61.00","100.00","140.00","177.00","170.00","9.65","155.00","203.00","160.00","205.00","285.00","193.00","200.00","250.00","2.88","100.00","270.00","4.10","105.00","98.00","180.00"
"Jan-24","13.85","95.86","10.70","26.00","36.75","33.33","17.00","32.05","30.75","11.50","19.40","45.60","42.70","40.00","2.64","18.30","32.20","4.00","99.00","92.00","168.00"
"Feb-24","13.70","88.79","10.20","25.00","34.00","32.59","16.50","30.95","29.95","11.00","18.80","44.90","42.70","39.50","2.56","16.95","31.70","3.90","84.00","84.00","144.00"
"Q4-23","57.68","97.33","127.67","168.33","165.22","9.33","148.33","189.90","145.00","200.00","238.33","179.38","197.67","243.33","2.96","97.33","263.00","4.05","111.39","102.67","193.83"
"Q1-24","13.70","88.53","10.30","25.00","34.25","32.59","16.50","30.75","29.90","11.00","18.80","44.90","42.70","39.50","2.56","16.90","31.70","3.90","86.00","84.67","150.00"
"Q2-24","13.15","77.79","9.70","21.50","31.25","30.56","15.50","27.25","27.85","10.00","14.75","42.60","42.30","38.50","2.40","14.85","29.30","3.60","86.00","84.67","130.00"
"Cal24","13.65","81.46","9.55","22.63","32.25","31.81","15.50","27.25","28.35","10.00","15.10","43.13","42.50","39.00","2.40","15.55","29.75","3.60","76.29","68.00","136.00"
"Cal25","13.20","76.22","8.90","21.75","29.90","30.56","14.80","25.30","27.50","9.00","12.45","37.85","42.25","37.25","2.32","14.55","28.00","3.10","70.25","58.00","114.00"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
