"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","677.78","249.44","205.83","375.58","238.06","29277778.00","228.89","99.38","250.00","177.22","169.44","628.13","258.13","351.79","6195000.00","249.44","556.43","9884375.00","0.00","154.75","283.00"
"BITR Change","0.56","34.72","0.00","9.16","3.62","1333334.00","6.39","0.00","-0.71","-1.95","3.61","6.25","-4.06","14.29","20000.00","34.72","-0.71","496875.00","-225.50","0.00","-0.33"
"MTD","667.09","210.41","206.56","365.71","228.40","27069444.50","228.47","99.85","242.50","179.31","166.39","622.82","261.25","335.89","6144900.00","210.41","554.64","9500000.00","222.13","152.81","277.83"
"MTD Change","3.56","34.72","-0.24","3.29","3.22","736111.17","0.14","-0.16","2.50","-0.70","1.02","1.77","-1.04","5.30","16700.00","34.72","0.60","128125.00","0.00","0.65","1.72"
"Sep-26","685.00","","200.00","360.00","","28.75","210.00","","","175.00","","510.00","255.00","320.00","4.80","","625.00","9.25","224.36","145.00","288.10"
"Oct-26","675.00","","190.00","285.00","","28.00","170.00","","","150.00","","530.00","195.00","235.00","4.40","","605.00","5.50","219.00","120.00","288.00"
"Nov-26","625.00","","182.50","265.00","","26.75","155.00","","","155.00","","504.00","197.50","222.50","4.00","","595.00","5.30","200.00","120.00","270.00"
"Dec-26","590.00","","175.00","245.00","","26.25","150.00","","","160.00","","481.00","200.00","210.00","3.60","","585.00","5.40","177.00","120.00","245.00"
"Jan-27","472.54","","160.91","167.98","","23.50","130.81","","","141.61","","420.36","180.08","196.65","2.88","","296.93","3.35","150.00","75.00","227.00"
"Q4-26","630.00","14.50","182.50","265.00","137.37","27.00","158.33","17.60","25.55","155.00","11.61","505.00","197.50","222.50","4.00","14.50","595.00","5.40","198.67","120.00","267.67"
"Q1-27","455.22","82.45","155.97","160.83","238.23","23.25","122.51","116.61","114.70","141.61","174.61","411.49","175.11","193.75","2.88","82.45","296.93","3.35","135.00","75.00","210.67"
"Q2-27","74.00","78.68","14.60","20.50","27.61","76.85","13.25","17.40","23.83","9.05","12.32","75.00","33.75","33.00","2.40","13.36","31.50","3.15","110.33","68.00","170.66"
"Cal27","66.50","76.80","14.90","20.82","25.47","70.37","14.00","16.65","22.93","9.80","11.45","72.00","34.50","33.90","2.48","13.04","30.85","3.15","109.33","69.75","163.00"
"Cal28","27.75","66.61","13.00","20.25","23.23","48.15","13.55","16.20","20.26","9.55","11.10","52.00","34.25","34.30","2.48","11.31","24.25","3.00","75.00","48.00","130.00"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
