"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","53.55","74.67","115.00","143.57","101.39","7860000.00","109.72","93.13","117.50","123.61","102.50","170.00","137.69","181.14","3066615.00","74.67","183.57","4595561.00","36.17","46.00","87.33"
"BITR Change","-0.80","1.67","0.94","-0.36","0.00","382500.00","0.83","-1.43","-2.50","-3.33","-0.41","0.00","-1.31","2.03","-33076.00","1.67","-1.43","-18929.00","0.50","-0.75","-0.17"
"MTD","53.27","78.60","115.68","144.64","112.35","7440125.00","111.53","121.12","136.50","156.10","119.65","154.05","141.36","176.93","2944203.15","78.60","202.58","4317385.15","47.72","54.17","98.50"
"MTD Change","1.08","-0.82","-0.23","-0.14","-4.19","51125.00","-0.50","-6.72","-4.31","-7.41","-3.98","4.73","-0.35","-0.54","52401.95","-0.82","-3.09","95382.15","-4.43","-2.92","-4.26"
"Sep-24","53.30","78.50","115.75","144.75","108.00","7.43","111.50","120.00","136.00","159.00","119.00","154.50","141.50","178.00","2.92","78.50","204.00","4.35","47.21","53.75","98.00"
"Oct-24","57.75","87.00","126.00","158.50","143.50","8.05","125.00","112.00","138.00","160.00","140.00","152.50","175.00","200.00","2.96","87.00","214.00","4.75","49.00","54.00","100.00"
"Nov-24","63.75","100.00","143.00","169.00","168.00","8.90","130.00","137.00","154.00","167.50","172.50","159.50","195.00","215.00","3.04","100.00","231.00","5.00","59.00","59.00","107.00"
"Dec-24","67.75","111.00","154.00","179.50","180.50","9.30","135.00","156.00","173.00","175.00","220.00","166.00","205.00","230.00","3.12","111.00","248.00","5.25","63.00","64.00","120.00"
"Jan-25","62.79","99.36","144.62","156.77","170.24","8.55","145.66","142.50","139.19","172.29","223.42","159.16","184.63","204.03","2.66","99.36","256.12","5.15","58.00","59.00","107.00"
"Q4-24","63.08","99.33","141.00","169.00","164.00","8.75","130.00","135.00","155.00","167.50","177.50","159.33","191.67","215.00","3.04","99.33","231.00","5.00","57.00","59.00","109.00"
"Q1-25","60.72","96.45","139.06","153.10","160.71","8.25","140.99","137.45","131.70","164.96","209.96","153.78","182.34","201.31","2.62","96.45","247.68","4.65","57.50","59.00","107.00"
"Q2-25","57.04","85.96","120.52","143.10","137.86","7.85","126.98","129.26","120.35","142.96","168.91","143.03","175.46","193.14","2.50","85.96","233.33","3.95","58.00","57.00","104.50"
"Cal25","13.00","87.70","10.50","22.20","30.85","30.42","14.35","21.00","27.80","10.50","13.70","35.15","39.00","36.25","2.56","15.05","28.00","4.15","60.13","61.75","110.13"
"Cal26","12.35","85.66","10.10","21.70","30.15","29.26","14.00","22.00","27.80","10.00","13.30","35.00","38.00","36.00","2.56","14.70","27.40","3.85","57.00","60.25","107.50"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
