"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","361.88","362.22","400.83","481.43","748.33","21222778.00","647.78","280.00","434.29","475.56","577.78","469.38","278.13","310.04","11460000.00","362.22","680.71","7925000.00","","90.88","164.08"
"BITR Change","1.25","-21.67","-7.50","10.00","-12.78","-127222.00","-10.00","-6.88","9.29","1.12","-15.00","40.00","7.19","-2.82","160000.00","-21.67","10.71","534375.00","","-1.13","-3.58"
"MTD","426.89","306.87","282.75","502.97","445.06","22977727.32","423.71","242.81","424.17","401.31","431.40","408.25","256.21","274.76","8534272.73","306.87","505.01","7623958.64","108.83","85.61","154.34"
"MTD Change","-3.10","-21.67","5.62","-1.03","14.44","-83569.02","10.67","1.77","0.48","3.54","6.97","2.91","1.04","1.68","139320.35","-21.67","8.37","14335.30","108.83","0.25","0.46"
"Mar-26","426.80","15.82","283.00","502.50","166.55","22.97","424.00","18.60","26.00","400.00","14.35","406.50","256.00","274.50","8.52","15.82","504.50","7.58","120.00","85.27","154.29"
"Apr-26","387.00","15.99","375.00","400.00","145.55","21.00","350.00","18.30","26.90","300.00","12.97","465.00","200.00","225.00","6.40","15.99","507.00","6.00","134.00","79.00","172.00"
"May-26","334.50","15.59","255.00","350.00","145.55","17.50","275.00","17.80","26.50","230.00","12.67","387.50","186.00","215.00","5.60","15.59","435.00","5.00","125.00","75.00","166.00"
"Jun-26","213.00","15.19","185.00","270.00","145.55","13.50","175.00","17.30","26.10","170.00","12.37","310.00","175.00","195.50","4.80","15.19","348.00","4.50","111.00","72.00","164.00"
"Jul-26","154.00","13.40","160.00","200.00","123.86","13.00","150.00","16.10","23.50","150.00","10.84","285.00","162.00","180.00","4.00","13.40","305.00","4.00","103.00","67.00","159.00"
"Q2-26","311.50","15.59","271.67","340.00","145.55","17.33","266.67","17.80","26.50","233.33","12.67","387.50","187.00","211.83","5.60","15.59","430.00","5.17","123.33","75.33","167.33"
"Q3-26","141.00","13.40","152.50","183.33","123.86","12.50","140.00","16.10","23.50","141.67","10.84","270.00","162.00","170.00","3.60","13.40","300.00","3.53","94.00","67.00","154.00"
"Q4-26","27.76","14.50","15.70","26.58","28.20","48.15","17.26","2.70","5.52","10.80","0.87","51.50","35.73","31.12","2.96","2.46","31.58","3.30","84.00","64.00","150.00"
"Cal27","18.30","76.80","13.45","20.82","25.47","32.08","14.00","16.65","22.93","9.80","11.45","34.00","34.50","34.55","2.48","13.04","24.25","3.15","65.00","53.50","115.50"
"Cal28","14.90","66.61","12.70","20.25","23.23","28.52","13.55","16.20","20.26","9.55","11.10","27.50","34.25","34.30","2.48","11.31","20.00","3.00","51.25","43.00","95.00"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
