"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","112.17","166.11","159.17","182.50","248.89","14326778.00","207.50","121.56","204.29","167.22","222.78","226.88","212.86","254.29","4392500.00","166.11","292.14","4656250.00","82.50","80.25","144.83"
"BITR Change","7.17","15.28","6.25","3.21","3.97","409636.00","2.08","1.25","15.00","2.22","-43.05","10.00","12.15","10.36","73750.00","15.28","16.43","134375.00","0.00","-0.25","-1.42"
"MTD","74.41","137.31","150.47","174.38","230.34","10585282.00","176.50","115.46","176.78","154.39","196.31","194.09","197.17","233.34","4274861.11","137.31","253.75","4260937.50","81.25","79.15","144.36"
"MTD Change","4.20","15.28","0.97","0.90","2.06","415721.78","3.44","0.68","3.06","1.43","2.94","3.64","1.74","2.33","14704.86","15.28","4.26","43923.61","0.14","0.12","0.05"
"Jan-26","100.91","17.60","148.00","170.00","167.15","12.25","185.00","18.25","28.77","148.25","14.20","202.00","195.00","220.00","3.92","17.60","255.35","4.30","83.00","74.00","144.73"
"Feb-26","107.00","16.50","135.00","167.00","166.85","12.75","160.00","17.85","27.60","144.25","14.63","205.00","180.00","220.00","3.60","16.50","260.00","3.80","75.00","68.00","146.00"
"Mar-26","100.00","15.82","120.00","159.00","166.55","12.00","140.00","18.60","26.00","140.25","14.35","188.00","175.00","203.50","3.36","15.82","240.00","3.60","72.00","62.00","135.00"
"Apr-26","92.50","15.99","116.25","155.00","145.55","11.10","125.00","18.30","26.90","129.25","12.97","170.00","172.50","199.50","3.04","15.99","235.00","3.50","72.00","61.00","131.00"
"May-26","91.50","15.59","115.25","153.00","145.55","10.95","120.00","17.80","26.50","124.25","12.67","165.00","167.75","197.50","2.88","15.59","226.00","3.40","68.00","61.00","125.00"
"Q1-26","102.64","16.64","134.33","165.33","166.85","12.33","161.67","18.23","27.46","144.25","14.39","198.33","183.33","214.50","3.63","16.64","251.78","3.90","76.67","68.00","141.91"
"Q2-26","91.50","15.59","115.25","153.00","145.55","10.95","120.00","17.80","26.50","124.58","12.67","165.00","169.00","197.50","2.88","15.59","227.00","3.40","68.00","61.00","126.67"
"Q3-26","15.36","13.40","10.39","20.81","25.43","32.72","13.21","2.47","5.08","9.00","0.81","32.46","33.77","33.72","2.56","2.28","21.05","3.10","62.75","61.00","124.00"
"Cal27","14.05","76.80","10.43","20.32","25.47","29.54","14.00","16.65","22.93","9.80","11.45","27.45","34.50","34.55","2.48","13.04","21.59","3.15","53.00","53.00","103.50"
"Cal28","11.70","66.61","10.00","20.00","23.23","25.93","13.55","16.20","20.26","9.55","11.10","25.40","34.25","34.30","2.48","11.31","19.30","3.00","45.00","43.00","95.00"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
