"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","49.50","79.44","116.67","144.50","123.89","7195000.00","100.78","120.44","147.50","155.65","114.84","140.63","132.19","179.07","2853240.00","79.44","195.00","4016663.00","59.25","64.13","114.00"
"BITR Change","2.00","0.13","-0.63","0.00","-3.89","25000.00","0.67","-0.31","-1.43","-0.80","0.00","0.00","-7.06","-0.57","5230.00","0.13","0.00","6910.00","-0.08","0.00","0.00"
"MTD","45.55","80.49","117.92","144.69","129.81","7209375.00","99.14","124.19","150.12","155.33","116.41","138.91","142.88","180.89","2875337.75","80.49","198.22","3980065.50","62.46","65.19","115.83"
"MTD Change","0.90","-1.25","-0.63","-0.13","-2.13","-25625.00","0.25","-2.35","-1.31","0.55","-1.76","1.09","-1.53","-1.07","-14827.75","-1.25","-3.21","14062.50","-1.54","-1.81","-3.00"
"Sep-24","54.00","84.00","125.00","155.00","131.00","7.10","105.00","138.00","150.00","150.00","143.70","143.55","160.00","195.00","2.88","84.00","200.13","4.50","59.67","65.00","118.00"
"Oct-24","60.00","93.00","132.50","165.00","159.00","8.15","120.00","140.00","149.00","160.00","175.00","152.00","190.00","220.00","2.96","93.00","235.00","4.75","64.00","70.00","123.00"
"Nov-24","65.50","105.25","142.50","170.00","176.00","9.00","125.00","158.00","158.00","167.50","218.00","161.00","200.00","230.00","3.04","105.25","251.00","5.00","69.00","71.00","124.00"
"Dec-24","68.00","110.75","157.00","180.00","185.00","9.40","130.00","173.00","176.00","175.00","268.50","178.00","210.00","240.00","3.12","110.75","262.00","5.25","74.00","72.00","126.00"
"Jan-25","63.25","99.65","144.62","156.77","176.19","8.85","145.66","158.89","144.41","172.29","226.11","161.22","189.22","209.47","2.66","99.65","258.23","5.15","62.00","65.00","113.00"
"Q4-24","64.50","103.00","144.00","171.67","173.33","8.85","125.00","157.00","161.00","167.50","220.50","163.67","200.00","230.00","3.04","103.00","249.33","5.00","69.00","71.00","124.33"
"Q1-25","61.18","96.74","139.06","153.10","166.67","8.55","140.99","153.85","136.92","164.96","212.65","157.09","186.93","206.75","2.62","96.74","249.79","4.65","62.00","65.00","113.00"
"Q2-25","57.50","86.83","120.52","143.10","146.67","8.00","126.98","140.92","125.79","142.96","179.00","144.69","180.05","198.59","2.50","86.83","235.44","3.95","60.00","64.00","111.00"
"Cal25","13.05","88.87","10.50","22.20","31.75","30.79","14.35","22.75","29.00","10.50","14.30","35.50","40.00","37.25","2.56","15.25","28.25","4.15","64.00","66.50","114.50"
"Cal26","12.60","85.96","10.10","21.70","30.90","29.81","14.00","22.15","29.00","10.00","13.95","36.00","39.00","37.00","2.56","14.75","27.45","3.85","60.00","64.00","112.25"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
