"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","64.30","95.56","107.50","147.50","148.33","8422500.00","139.94","187.50","115.00","205.00","266.11","178.13","172.19","208.14","3000000.00","95.56","265.00","4062500.00","63.50","56.50","109.50"
"BITR Change","-0.55","-0.27","-1.25","1.07","0.00","222500.00","10.72","10.00","-6.43","-1.94","-12.78","-2.81","0.31","-0.72","-20000.00","-0.27","0.00","-137500.00","1.33","0.50","0.00"
"MTD","60.33","93.65","108.13","141.60","141.50","7611718.75","120.58","155.25","97.08","192.50","201.47","158.60","159.60","204.52","2980697.88","93.65","229.89","3781529.00","51.62","51.96","100.43"
"MTD Change","3.04","7.30","-1.12","4.09","-6.41","-41781.25","-1.82","12.25","10.58","8.72","39.09","22.16","3.74","10.79","119864.68","7.30","15.03","370904.00","5.94","3.11","7.42"
"Mar-25","60.49","94.00","108.50","142.25","141.75","7.90","123.00","160.00","101.35","190.00","210.00","160.40","160.00","205.00","2.88","94.00","230.00","3.80","54.57","52.57","102.47"
"Apr-25","60.50","90.00","109.00","140.00","151.36","8.20","120.00","170.00","130.00","175.00","180.00","140.00","150.00","185.00","2.64","90.00","210.00","3.50","60.00","52.00","115.00"
"May-25","58.00","84.00","106.00","134.00","137.36","8.00","117.00","145.50","132.00","160.00","157.00","129.00","160.00","183.00","2.58","84.00","190.00","3.25","56.50","51.00","114.00"
"Jun-25","55.50","79.50","103.00","130.00","127.75","7.80","114.00","133.00","128.00","140.00","149.00","123.00","170.50","181.00","2.52","79.50","180.00","3.15","55.00","51.00","113.00"
"Jul-25","54.50","77.00","101.00","125.00","120.13","7.55","112.00","121.00","124.00","129.75","147.50","118.00","171.25","175.00","2.48","77.00","172.00","3.10","57.00","54.00","114.00"
"Q2-25","58.00","84.50","106.00","134.67","138.82","8.00","117.00","149.50","130.00","158.33","162.00","130.67","160.17","183.00","2.58","84.50","193.33","3.30","57.17","51.33","114.00"
"Q3-25","51.00","71.00","101.00","125.00","115.13","7.05","112.00","121.00","119.00","129.75","147.50","116.00","171.25","175.00","2.48","71.00","172.00","3.05","58.00","55.00","114.00"
"Q4-25","58.50","78.50","121.00","144.00","123.13","8.10","130.00","124.50","128.00","157.00","179.00","108.00","180.50","190.00","2.64","78.50","180.00","3.20","60.00","59.00","114.00"
"Cal26","10.75","69.20","10.00","20.75","22.29","25.88","14.20","16.75","22.10","10.00","12.47","22.90","34.75","34.75","2.56","11.75","19.75","3.25","57.00","55.00","108.00"
"Cal27","10.60","68.32","9.80","20.50","22.18","25.00","13.75","16.60","21.80","9.75","12.15","22.70","36.00","34.50","2.48","11.60","19.50","3.10","52.75","55.00","108.00"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
