"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","71.20","100.94","145.00","183.21","168.61","9465000.00","178.44","188.06","150.00","248.33","282.78","233.75","268.44","315.71","3408333.00","100.94","371.43","6562500.00","80.43","79.20","142.14"
"BITR Change","-1.30","-7.78","-1.88","1.07","-5.56","110000.00","1.61","-2.22","-21.07","3.33","40.00","0.62","-4.37","-0.22","75000.00","-7.78","-4.28","37500.00","1.43","1.00","2.29"
"MTD","69.15","105.21","144.23","180.67","183.40","9206111.11","169.73","184.69","157.74","231.63","257.17","227.54","269.06","305.78","3309722.11","105.21","374.05","6354166.67","75.57","75.44","137.67"
"MTD Change","0.26","-0.53","0.10","0.32","-1.85","32361.11","1.09","0.42","-0.97","2.09","3.20","0.78","-0.08","1.24","12326.36","-0.53","-0.33","26041.67","0.61","0.47","0.56"
"May-24","69.00","103.38","147.50","180.00","174.37","9.35","165.19","190.00","161.89","220.00","267.36","234.25","255.00","300.00","42.00","103.38","365.48","6.20","78.67","78.05","140.72"
"Jun-24","64.75","101.00","140.00","171.00","179.25","9.00","145.00","190.00","173.00","185.00","250.00","225.00","230.00","280.00","38.50","101.00","320.00","5.70","86.00","75.00","143.00"
"Jul-24","60.50","97.50","139.00","151.00","170.25","8.40","136.00","186.50","168.00","170.00","232.00","214.00","215.00","250.00","35.00","97.50","300.00","5.20","85.00","74.00","138.00"
"Aug-24","56.50","89.50","135.00","145.00","165.75","7.85","131.00","180.50","164.00","150.00","195.00","205.50","205.00","201.00","34.00","89.50","295.00","4.80","84.00","74.00","138.00"
"Sep-24","60.00","95.00","140.00","151.00","168.00","8.30","138.00","182.00","164.00","160.00","203.00","204.00","195.00","222.50","33.00","95.00","290.00","5.10","85.00","74.00","138.00"
"Q3-24","59.00","94.00","138.00","149.00","168.00","8.18","135.00","183.00","165.33","160.00","210.00","207.83","205.00","224.50","34.00","94.00","295.00","5.03","84.67","74.00","138.00"
"Q4-24","72.25","108.00","152.67","160.00","185.00","9.97","145.00","192.00","170.00","170.00","263.00","195.00","210.00","230.00","34.50","108.00","285.00","5.40","85.00","77.50","139.00"
"Q1-25","68.08","103.15","148.46","156.44","176.67","9.35","144.72","190.10","141.69","164.96","214.00","181.89","186.93","206.75","32.75","103.15","255.27","5.00","67.00","71.50","126.50"
"Cal25","14.00","95.28","10.80","22.70","34.00","32.78","14.75","27.50","30.00","10.50","15.15","40.00","40.00","37.25","32.00","16.35","28.75","4.50","67.00","71.75","125.25"
"Cal26","13.20","89.74","10.30","22.20","32.10","30.74","14.35","25.95","28.00","10.00","13.80","37.75","39.00","37.00","32.00","15.40","27.45","3.90","67.00","71.75","125.25"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
