"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","309.44","234.44","144.17","317.86","196.11","19133333.00","153.17","122.19","177.86","178.33","169.72","514.38","269.06","289.29","4331000.00","234.44","545.71","9437500.00","","92.50","165.17"
"BITR Change","14.44","1.11","-0.83","-3.57","-1.67","-1283334.00","0.28","0.94","30.72","-4.45","0.28","-8.12","4.37","7.86","-6000.00","1.11","5.71","-312500.00","","1.25","2.00"
"MTD","407.31","178.55","146.81","310.89","201.93","18140158.76","193.07","136.65","209.05","211.53","181.55","527.45","232.02","282.91","4396514.29","178.55","641.05","9775706.90","213.94","128.18","227.12"
"MTD Change","-4.89","1.11","-0.13","0.37","-0.29","49658.71","-1.99","-0.72","-1.56","-1.66","-0.59","-0.65","1.95","0.34","-3275.71","1.11","-4.77","-16910.35","","-1.78","-3.10"
"Jun-26","402.85","15.19","146.75","311.00","145.55","18.20","191.25","17.30","26.10","210.00","12.37","315.00","233.00","283.00","4.39","15.19","636.00","9.75","210.03","126.50","223.83"
"Jul-26","280.00","13.40","145.00","202.00","123.86","15.50","160.00","16.10","23.50","150.00","10.84","295.00","170.00","210.00","4.04","13.40","470.00","8.00","186.00","90.00","166.00"
"Aug-26","232.00","13.40","140.00","177.00","123.86","14.25","145.00","16.10","23.50","140.00","10.84","285.00","160.00","185.00","3.80","13.40","425.00","6.50","140.00","87.00","146.00"
"Sep-26","212.00","","135.00","177.00","","13.50","135.00","","","135.00","","275.00","164.00","170.00","3.20","","380.00","5.00","105.00","83.00","141.00"
"Oct-26","202.50","","145.00","190.00","","13.30","135.00","","","140.00","","250.00","173.50","170.00","2.96","","360.00","3.50","99.00","75.00","137.00"
"Q3-26","241.33","13.40","140.00","185.33","123.86","14.42","146.67","16.10","23.50","141.67","10.84","285.00","164.67","188.33","3.68","13.40","425.00","6.50","143.67","86.67","151.00"
"Q4-26","202.50","14.50","155.00","198.33","137.37","14.00","143.33","17.60","25.55","145.00","11.61","240.00","177.50","180.00","2.96","14.50","345.00","3.40","99.00","75.00","137.00"
"Q1-27","29.40","82.45","14.00","22.50","48.91","44.44","14.75","17.90","24.79","10.55","13.04","45.00","35.25","35.30","2.88","14.00","26.30","3.35","83.00","58.00","129.67"
"Cal27","20.60","76.80","13.07","20.82","25.47","37.96","14.00","16.65","22.93","9.80","11.45","41.75","34.50","34.55","2.48","13.04","24.55","3.15","74.00","56.50","121.17"
"Cal28","15.00","66.61","12.70","20.25","23.23","27.22","13.55","16.20","20.26","9.55","11.10","34.75","34.25","34.30","2.48","11.31","20.00","3.00","63.00","48.00","104.75"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
