"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","465.56","298.89","207.92","558.33","312.22","26905556.00","262.22","193.75","344.29","289.39","273.89","434.14","245.63","249.29","6587500.00","298.89","443.57","8666406.00","96.00","87.75","156.33"
"BITR Change","55.12","40.00","4.17","280.47","10.00","5683334.00","22.50","21.25","27.15","20.50","40.83","126.01","34.38","9.65","362500.00","40.00","45.71","1735156.00","-15.00","-0.50","-4.50"
"MTD","438.00","278.89","205.84","418.10","307.22","24063889.00","250.97","183.13","330.71","279.14","253.47","371.13","228.44","244.47","6406250.00","278.89","420.71","7798828.00","103.50","88.00","158.58"
"MTD Change","27.56","40.00","2.08","140.24","5.00","2841667.00","11.25","10.63","13.57","10.25","20.41","63.01","17.19","4.83","181250.00","40.00","22.86","867578.00","-7.50","-0.25","-2.25"
"Mar-26","370.00","15.82","190.00","500.00","166.55","23.00","250.00","18.60","26.00","250.00","14.35","360.00","220.00","250.00","5.20","15.82","400.00","7.00","105.00","75.00","150.78"
"Apr-26","229.00","15.99","182.00","350.00","145.55","22.00","225.00","18.30","26.90","230.00","12.97","255.00","200.00","225.00","4.80","15.99","340.00","6.00","93.00","70.00","144.00"
"May-26","164.00","15.59","165.00","300.00","145.55","18.00","200.00","17.80","26.50","200.00","12.67","230.00","186.00","215.00","4.56","15.59","285.00","5.00","86.00","67.50","141.00"
"Jun-26","125.00","15.19","160.00","250.00","145.55","12.50","175.00","17.30","26.10","170.00","12.37","205.00","175.00","195.50","4.32","15.19","260.00","4.50","82.00","65.00","138.00"
"Jul-26","115.00","13.40","147.50","200.00","123.86","11.00","150.00","16.10","23.50","150.00","10.84","195.00","162.00","195.00","4.00","13.40","226.00","4.00","77.00","63.00","136.00"
"Q2-26","172.67","15.59","169.00","300.00","145.55","17.50","200.00","17.80","26.50","200.00","12.67","230.00","187.00","211.83","4.56","15.59","295.00","5.17","87.00","67.50","141.00"
"Q3-26","113.00","13.40","142.50","180.00","123.86","10.67","140.00","16.10","23.50","141.67","10.84","190.00","162.00","195.00","3.60","13.40","222.00","3.53","74.00","63.00","133.00"
"Q4-26","22.84","14.50","14.44","25.88","28.20","40.00","17.26","2.70","5.52","10.80","0.87","41.25","35.73","35.75","2.96","2.46","25.04","3.30","71.00","62.00","130.00"
"Cal27","16.75","76.80","13.21","20.82","25.47","31.25","14.00","16.65","22.93","9.80","11.45","34.00","34.50","34.55","2.48","13.04","21.19","3.15","59.00","53.00","109.25"
"Cal28","14.25","66.61","12.60","20.25","23.23","26.67","13.55","16.20","20.26","9.55","11.10","27.50","34.25","34.30","2.48","11.31","19.30","3.00","45.00","43.00","95.00"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
