"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","55.33","92.05","137.86","185.00","156.88","8082778.00","133.75","196.75","201.43","244.72","265.00","161.25","168.75","217.64","3791667.00","92.05","240.71","4387500.00","124.14","112.60","210.57"
"BITR Change","-0.59","-5.13","2.19","0.00","0.63","-45000.00","13.00","-0.25","-12.86","3.89","0.00","9.37","0.62","-3.15","91667.00","-5.13","6.42","231250.00","4.57","1.20","4.43"
"MTD","62.67","99.47","140.49","185.36","159.97","9100454.55","132.81","195.41","248.12","219.27","264.65","134.38","157.29","207.41","3500757.64","99.47","230.77","3341222.73","127.82","113.64","206.53"
"MTD Change","-0.73","-0.74","-0.26","-0.04","-0.31","-101767.65","0.09","0.13","-4.67","2.54","0.04","2.69","1.15","1.02","29090.94","-0.74","0.99","104627.73","-0.37","-0.10","0.40"
"Dec-23","60.63","98.70","141.00","182.00","163.82","8.80","133.00","195.67","236.74","220.00","270.00","151.75","162.00","206.00","3.44","98.70","235.00","3.50","126.94","113.28","208.24"
"Jan-24","12.70","97.70","12.62","27.30","41.00","28.89","16.50","35.90","44.00","11.00","20.40","48.50","42.70","40.00","4.00","18.65","36.50","3.85","122.00","107.00","202.00"
"Feb-24","12.50","92.46","11.30","26.05","39.50","28.52","16.00","31.15","35.50","10.50","18.25","47.75","42.50","39.50","3.76","17.65","36.00","3.75","117.00","103.00","193.00"
"Mar-24","12.30","88.79","10.80","25.00","37.70","28.15","15.50","28.35","33.70","10.00","16.50","47.00","42.30","39.00","3.52","16.95","35.50","3.70","110.00","98.00","180.00"
"Apr-24","12.35","84.08","10.65","23.00","33.90","28.15","15.25","29.40","31.90","10.00","15.75","43.70","41.00","38.75","2.44","16.05","31.40","3.50","97.00","95.00","167.00"
"Q1-24","12.50","92.98","11.57","26.12","39.40","28.52","16.00","31.80","37.73","10.50","18.38","47.75","42.50","39.50","3.76","17.75","36.00","3.77","116.33","102.67","191.67"
"Q2-24","12.35","83.03","10.45","22.50","33.50","28.15","15.00","28.70","30.90","10.00","14.75","43.45","41.00","38.50","2.40","15.85","31.20","3.50","93.00","96.00","167.00"
"Q3-24","12.10","74.12","10.15","22.00","29.55","27.78","14.00","23.70","26.00","9.00","12.75","39.65","40.00","38.50","2.24","14.15","29.10","3.25","93.00","96.00","158.00"
"Cal24","12.76","84.80","10.84","23.65","33.70","29.26","15.00","27.70","30.97","9.88","15.05","42.80","41.00","39.00","2.70","16.19","31.65","3.52","94.58","93.67","169.92"
"Cal25","12.85","76.74","10.50","22.50","30.40","29.44","14.50","26.20","28.00","9.00","12.75","36.85","40.50","37.25","2.32","14.65","27.70","3.10","77.00","70.00","130.41"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
