"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","97.94","114.72","123.33","157.86","177.78","10772222.00","136.67","110.31","142.14","154.44","135.00","149.69","129.69","209.93","3247600.00","114.72","179.64","3893750.00","80.00","84.75","155.17"
"BITR Change","4.38","1.66","2.91","0.36","0.56","305555.00","2.50","0.00","-12.15","-2.50","0.00","-2.19","-0.62","0.43","9600.00","1.66","-1.79","-12500.00","0.50","-0.25","-0.33"
"MTD","76.36","110.67","127.40","153.89","168.03","9333434.91","131.54","116.85","170.86","155.18","135.72","156.31","160.54","211.58","3196509.09","110.67","203.93","4103125.00","78.22","81.05","147.38"
"MTD Change","2.16","0.41","-0.41","0.40","1.08","143878.71","0.51","-0.65","-3.19","-0.07","-0.07","-0.66","-3.09","-0.16","5109.09","0.41","-2.43","-20937.50","0.18","0.37","0.78"
"Sep-25","83.90","114.25","126.50","150.00","168.59","9.85","130.00","118.00","165.00","140.00","149.50","154.00","160.00","200.00","3.04","114.25","204.00","4.10","79.66","82.50","151.73"
"Oct-25","86.00","123.00","125.00","140.00","179.09","10.00","132.50","130.00","154.00","135.00","166.00","150.00","161.00","187.00","2.68","123.00","204.00","3.70","80.00","78.00","155.00"
"Nov-25","79.00","118.00","130.00","142.50","178.09","9.70","137.50","132.50","157.00","150.00","191.00","151.00","165.00","190.00","2.80","118.00","201.00","4.00","80.00","78.00","151.00"
"Dec-25","75.00","121.00","135.00","145.00","178.09","9.60","142.50","135.00","164.00","165.00","201.00","152.00","169.00","195.00","2.92","121.00","207.00","4.30","79.50","78.00","149.00"
"Jan-26","70.84","104.53","129.94","142.86","158.40","9.05","135.31","137.13","133.27","150.96","195.45","142.21","165.89","195.20","2.64","104.53","202.89","4.00","70.00","64.00","130.00"
"Q4-25","80.00","120.67","130.00","142.50","178.43","9.77","137.50","132.50","158.33","150.00","186.00","151.00","165.00","190.00","2.80","120.67","204.00","4.00","79.83","78.00","151.67"
"Q1-26","67.16","98.06","126.82","140.85","156.94","8.90","132.65","135.18","130.96","146.86","191.43","140.13","164.50","193.57","2.62","98.06","200.34","3.70","68.00","64.00","130.00"
"Q2-26","13.50","87.16","10.00","20.50","28.17","29.44","13.45","17.50","25.95","9.25","12.50","30.50","34.00","34.00","2.50","14.80","22.60","3.60","63.00","62.00","126.00"
"Cal26","13.20","86.94","10.64","20.75","28.35","29.21","14.20","18.07","26.06","10.00","12.74","30.80","34.75","34.75","2.56","14.76","22.60","3.54","63.50","61.75","126.00"
"Cal27","12.05","72.44","9.80","20.50","24.50","26.30","13.75","16.80","20.50","9.75","11.10","26.25","34.50","34.50","2.48","12.30","19.85","3.30","53.00","53.00","108.25"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
