"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","44.85","97.61","121.67","168.93","185.83","7247500.00","142.39","183.75","225.71","178.33","209.83","201.88","192.19","254.64","4175000.00","97.61","248.57","5500000.00","53.57","50.00","92.57"
"BITR Change","-1.25","-0.83","10.94","-1.21","-1.67","-38500.00","-2.44","1.25","13.57","1.39","-21.28","-12.81","-0.62","-7.57","250000.00","-0.83","0.00","-81250.00","-0.86","-1.00","-0.57"
"MTD","47.48","100.14","130.45","176.35","179.51","7498833.33","150.50","183.02","184.03","170.12","204.43","220.99","210.83","279.44","3890277.75","100.14","255.83","5797395.83","60.73","56.96","102.52"
"MTD Change","-0.24","-0.23","-0.80","-0.67","0.63","-22848.48","-0.74","0.07","4.17","0.75","0.49","-1.74","-1.69","-2.25","25883.84","-0.23","-0.66","-27035.98","-0.65","-0.63","-0.90"
"Jul-24","47.25","96.75","130.00","173.35","178.25","7.30","150.00","184.00","196.20","165.00","220.00","206.17","206.00","270.00","3.84","96.75","255.00","5.60","57.01","54.50","97.98"
"Aug-24","50.00","89.75","126.00","164.00","166.00","7.25","142.00","192.00","176.00","157.50","202.00","191.00","204.00","250.00","3.52","89.75","265.00","5.30","56.00","55.00","103.00"
"Sep-24","57.00","93.50","129.50","166.50","162.00","7.85","138.00","183.50","174.00","150.00","202.50","193.00","195.00","245.00","3.20","93.50","264.00","5.00","65.00","61.00","108.00"
"Oct-24","66.00","103.00","143.00","180.00","179.50","9.10","142.00","182.00","176.00","160.00","223.00","192.00","200.00","245.00","2.96","103.00","272.00","5.20","67.00","68.00","117.00"
"Nov-24","70.50","110.50","146.50","185.00","190.00","9.85","146.00","187.00","179.75","167.50","253.00","193.00","210.00","240.00","3.04","110.50","277.00","5.40","67.50","69.00","119.00"
"Q3-24","51.42","93.33","128.50","167.95","168.75","7.47","143.33","186.50","182.07","157.50","208.17","196.72","201.67","255.00","3.52","93.33","261.33","5.30","59.34","56.83","102.99"
"Q4-24","69.75","110.00","148.50","185.00","190.25","9.70","145.00","186.00","179.75","167.50","253.00","193.00","210.00","240.00","3.04","110.00","278.00","5.40","67.50","69.00","117.50"
"Q1-25","67.85","104.90","142.77","156.44","178.33","9.45","144.72","190.73","160.99","164.96","228.80","180.86","186.93","206.75","2.62","104.90","255.27","5.00","60.00","61.00","113.00"
"Cal25","14.00","96.74","10.80","22.70","34.85","33.15","14.75","27.70","33.45","10.50","15.50","40.70","40.00","37.25","2.56","16.60","28.75","4.50","63.50","64.75","114.25"
"Cal26","13.25","90.03","10.30","22.20","32.20","31.30","14.35","25.95","29.00","10.00","14.30","38.00","39.00","37.00","2.56","15.45","27.45","3.90","60.25","65.50","116.50"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
