"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","44.70","80.28","122.50","132.79","146.67","5957500.00","127.78","137.81","131.43","160.00","130.00","140.94","156.88","196.25","2845000.00","80.28","202.50","3381250.00","69.00","65.50","121.50"
"BITR Change","0.00","-0.58","0.42","-0.35","-11.39","-20056.00","0.00","-3.13","1.79","4.17","-1.67","-6.25","3.13","-0.54","-10000.00","-0.58","2.50","-62500.00","0.08","1.13","1.00"
"MTD","45.20","85.47","122.86","133.62","163.26","6396911.13","131.20","134.88","118.89","164.31","142.43","154.22","149.84","200.07","2865875.00","85.47","192.46","3599609.38","68.92","64.08","119.28"
"MTD Change","-0.07","-0.74","-0.05","-0.12","-2.37","-62773.02","-0.49","0.42","1.79","-0.61","-1.78","-1.90","1.00","-0.55","-2982.14","-0.74","1.44","-31194.20","0.01","0.20","0.32"
"Jun-25","47.50","81.00","119.00","135.00","141.68","6.20","131.00","129.00","120.00","155.00","158.00","141.50","150.00","190.00","2.72","81.00","205.00","3.40","67.00","64.00","119.73"
"Jul-25","50.50","76.00","112.00","125.00","121.68","6.40","120.00","130.00","118.00","129.75","160.00","134.00","150.00","175.00","2.48","76.00","200.00","3.25","64.00","58.00","116.00"
"Aug-25","49.75","72.00","105.00","121.00","113.43","6.60","116.00","115.50","104.50","129.75","143.00","128.00","147.00","172.00","2.48","72.00","180.00","3.30","62.00","58.00","114.00"
"Sep-25","52.00","74.00","108.50","129.00","114.68","6.80","124.00","117.50","109.00","129.75","147.00","122.50","153.00","178.00","2.48","74.00","175.00","3.15","59.00","58.00","112.00"
"Oct-25","59.50","77.00","117.00","135.00","123.18","7.70","130.00","123.00","112.00","157.00","165.00","120.00","161.00","187.00","2.64","77.00","176.00","3.35","59.50","57.00","112.00"
"Q3-25","50.75","74.00","108.00","125.00","116.60","6.60","120.00","121.00","110.50","129.75","150.00","128.17","150.00","175.00","2.48","74.00","185.00","3.20","61.67","58.00","114.00"
"Q4-25","62.00","82.00","122.00","140.00","128.18","8.10","135.00","125.00","115.00","157.00","173.00","119.00","165.00","190.00","2.64","82.00","180.00","3.35","59.50","57.00","112.00"
"Q1-26","57.27","75.09","104.99","140.85","117.18","7.85","132.65","121.17","116.15","146.86","160.64","115.05","164.50","193.57","2.62","75.09","171.05","3.30","53.00","52.00","103.00"
"Cal26","11.40","70.30","10.00","20.70","22.72","26.20","14.20","17.85","21.85","10.00","11.22","26.50","34.75","34.75","2.56","11.94","19.45","3.25","53.00","54.00","104.50"
"Cal27","10.75","64.49","9.80","20.50","21.86","24.81","13.75","16.60","19.50","9.75","11.10","24.10","34.50","34.50","2.48","10.95","19.00","3.10","48.00","54.00","100.00"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
