"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","49.25","83.72","125.83","155.00","128.61","7537500.00","121.61","85.31","162.50","116.67","102.22","103.75","119.75","156.07","2833333.00","83.72","170.00","3456250.00","47.67","55.25","98.33"
"BITR Change","2.20","-1.72","-13.75","-2.14","-5.28","-25000.00","0.11","0.31","-5.36","0.28","-15.56","-1.25","-0.06","-1.79","-16667.00","-1.72","0.00","-31250.00","0.00","0.00","0.50"
"MTD","49.26","89.24","126.25","160.12","147.13","7620416.67","120.89","85.10","174.76","119.22","125.74","111.77","120.08","162.26","2902083.33","89.24","170.00","3563020.83","50.00","55.46","98.53"
"MTD Change","-7.26","-8.16","-3.75","7.54","-30.21","-580452.90","-37.24","-4.48","12.63","-11.63","-6.98","-19.86","-27.27","-18.33","91413.03","-8.16","-37.56","-504458.51","-10.03","-6.18","-15.70"
"Nov-24","51.00","86.00","128.00","162.50","135.00","7.35","130.00","102.55","156.00","155.00","132.00","111.07","140.00","180.00","3.04","86.00","175.00","4.40","48.81","55.00","97.33"
"Dec-24","56.00","90.00","140.00","174.00","1355.00","7.80","155.00","131.00","165.00","175.00","170.00","125.25","160.00","210.00","3.12","90.00","185.00","4.60","52.50","57.00","99.00"
"Jan-25","56.35","89.16","129.17","154.10","155.95","7.90","144.72","131.15","146.68","172.29","195.15","134.35","176.83","204.03","2.66","89.16","227.85","5.15","49.50","59.00","99.00"
"Feb-25","55.43","86.25","123.61","150.43","146.43","7.80","140.06","129.26","140.78","164.96","181.70","132.70","174.54","201.31","2.62","86.25","219.41","4.65","49.50","59.00","99.00"
"Mar-25","55.20","83.33","118.05","146.76","136.90","7.75","135.39","127.36","134.88","157.62","168.24","132.29","172.25","198.59","2.58","83.33","210.97","4.15","49.50","59.00","99.00"
"Q1-25","55.66","86.25","123.61","150.43","146.43","7.82","140.06","129.26","140.78","164.96","181.70","133.11","174.54","201.31","2.62","86.25","219.41","4.65","49.50","59.00","99.00"
"Q2-25","55.20","78.67","118.05","140.43","134.29","7.48","126.05","126.10","121.25","142.96","170.93","131.25","169.95","193.14","2.50","78.67","211.39","3.95","49.00","57.00","99.00"
"Q3-25","52.67","69.93","115.57","138.76","124.52","7.15","123.72","108.45","113.53","139.30","147.38","128.98","169.50","191.78","2.48","69.93","209.70","3.85","53.50","62.00","106.00"
"Cal25","12.34","80.13","10.03","21.80","28.85","28.84","14.25","19.48","27.95","10.50","12.50","31.96","37.75","36.25","2.56","13.75","25.41","4.15","52.00","61.75","104.00"
"Cal26","11.55","79.84","10.00","21.70","25.85","27.22","14.20","19.20","27.60","10.00","13.00","31.70","36.50","36.00","2.56","13.70","25.10","3.85","56.50","59.75","107.50"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
