"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","460.63","199.44","200.00","418.21","290.28","17883333.00","240.56","214.38","195.71","379.72","395.00","602.50","317.81","351.79","9910000.00","199.44","735.00","10875000.00","","157.00","292.17"
"BITR Change","1.88","3.88","-1.67","-1.08","-1.94","622222.00","-26.11","0.94","-47.86","-1.39","-5.00","-1.25","-1.25","-3.21","-160000.00","3.88","-0.71","0.00","","0.00","0.67"
"MTD","449.50","193.83","217.92","424.36","352.17","16508066.60","270.35","217.94","288.93","404.39","420.56","614.21","323.69","360.20","10312000.00","193.83","736.43","11044196.40","","149.30","277.22"
"MTD Change","2.78","3.88","-4.48","-1.54","-15.47","343816.60","-7.45","-0.89","-23.30","-6.17","-6.39","-2.93","-1.47","-2.10","-100500.00","3.88","-0.36","-42299.10","","1.93","3.74"
"May-26","460.00","15.59","230.00","380.00","145.55","17.00","275.00","17.80","26.50","320.00","12.67","406.00","225.00","290.00","8.80","15.59","680.00","10.00","201.75","140.00","278.54"
"Jun-26","400.00","15.19","210.00","280.00","145.55","15.50","190.00","17.30","26.10","210.00","12.37","365.00","180.00","250.00","6.80","15.19","540.00","7.25","195.00","130.00","248.00"
"Jul-26","310.00","13.40","170.00","202.00","123.86","13.50","150.00","16.10","23.50","150.00","10.84","340.00","162.00","200.00","5.60","13.40","430.00","6.00","155.00","110.00","224.00"
"Aug-26","224.50","13.40","165.00","177.00","123.86","12.75","135.00","16.10","23.50","140.00","10.84","310.00","160.00","185.00","4.80","13.40","390.00","5.00","135.00","110.00","195.00"
"Sep-26","167.50","","160.00","177.00","","12.00","135.00","","","135.00","","280.00","164.00","170.00","4.00","","350.00","4.00","133.00","110.00","193.00"
"Q3-26","234.00","13.40","165.00","185.33","123.86","12.75","140.00","16.10","23.50","141.67","10.84","310.00","162.00","185.00","4.80","13.40","390.00","5.00","141.00","110.00","204.00"
"Q4-26","200.00","14.50","170.00","198.33","137.37","13.50","143.33","17.60","25.55","145.00","11.61","260.00","177.50","180.00","2.96","14.50","330.00","3.40","130.00","95.00","190.00"
"Q1-27","29.00","82.45","14.00","22.50","48.91","44.44","14.75","17.90","24.79","10.55","13.04","39.00","35.25","35.30","2.88","14.00","26.30","3.35","86.00","70.00","156.00"
"Cal27","20.50","76.80","13.45","20.82","25.47","37.96","14.00","16.65","22.93","9.80","11.45","36.25","34.50","34.55","2.48","13.04","24.55","3.15","78.25","62.50","134.00"
"Cal28","16.50","66.61","12.70","20.25","23.23","27.22","13.55","16.20","20.26","9.55","11.10","31.00","34.25","34.30","2.48","11.31","20.00","3.00","63.00","48.00","102.75"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
