"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","102.72","158.47","158.75","201.00","217.78","13357222.00","218.89","107.81","188.93","188.89","164.17","141.88","146.78","194.29","3487500.00","158.47","219.07","3800000.00","63.83","66.75","123.83"
"BITR Change","3.55","-0.97","0.83","-1.43","-2.50","100000.00","0.83","2.81","3.57","5.83","-4.16","-0.31","1.28","-0.71","0.00","-0.97","5.00","-6250.00","-4.67","-2.50","-5.50"
"MTD","108.44","156.73","157.25","201.21","220.40","13316358.29","207.68","105.14","164.44","181.71","169.25","143.75","146.50","186.78","3435571.43","156.73","215.19","3833482.14","68.48","70.79","131.44"
"MTD Change","-0.95","0.29","0.25","-0.03","-0.44","6810.62","1.87","0.45","4.08","1.20","-0.85","-0.31","0.05","1.25","8654.76","0.29","0.65","-5580.36","-0.77","-0.67","-1.27"
"Nov-25","105.27","148.50","156.00","195.00","214.67","12.60","170.00","127.00","188.00","175.00","179.00","151.72","155.00","192.50","3.20","148.50","227.00","3.50","65.57","69.00","125.95"
"Dec-25","96.00","134.00","150.00","175.00","203.67","11.45","160.00","156.00","205.00","180.00","213.00","180.00","165.00","200.00","2.96","134.00","240.00","3.80","64.00","68.00","124.00"
"Jan-26","82.34","112.66","141.37","147.22","169.41","10.50","135.31","140.20","155.90","150.96","187.42","165.84","165.89","195.20","2.66","112.66","228.78","3.80","61.00","63.00","122.00"
"Feb-26","77.28","104.42","129.94","145.20","167.94","9.80","132.65","138.24","151.27","146.86","183.40","161.69","164.50","193.57","2.64","104.42","221.14","3.50","60.50","61.00","119.00"
"Mar-26","72.22","97.94","124.74","143.19","166.48","9.10","129.99","136.29","146.65","142.76","179.38","157.55","163.11","191.93","2.62","97.94","218.59","3.20","60.50","61.00","119.00"
"Q1-26","77.28","105.01","132.02","145.20","167.94","9.80","132.65","138.24","151.27","146.86","183.40","161.69","164.50","193.57","2.64","105.01","222.84","3.50","60.67","61.67","120.00"
"Q2-26","63.94","90.22","124.74","139.50","145.42","8.10","119.34","122.02","133.27","126.37","166.00","140.96","157.55","185.39","2.52","90.22","195.25","3.30","60.00","61.00","120.00"
"Q3-26","12.15","78.68","11.00","20.05","25.71","25.56","13.20","16.05","26.35","9.00","11.60","31.00","33.75","33.75","2.48","13.36","22.00","3.10","60.00","61.00","120.00"
"Cal26","14.13","90.22","12.05","21.14","29.56","30.37","14.20","18.48","29.14","10.00","12.57","33.98","34.75","34.75","2.57","15.32","23.31","3.30","60.67","61.42","120.25"
"Cal27","12.00","74.62","11.00","20.50","24.99","27.41","13.75","16.60","20.50","9.75","11.30","27.25","34.50","34.50","2.48","12.67","19.85","3.15","53.00","53.00","109.00"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
