"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","357.22","232.22","150.83","306.67","222.78","17418889.00","222.22","145.63","251.43","179.72","165.00","360.00","222.81","286.07","4206000.00","232.22","411.43","7942857.00","","119.75","221.17"
"BITR Change","12.22","-0.84","9.41","5.24","56.39","2222.00","4.33","2.82","-0.36","1.94","-0.56","0.62","-5.00","0.36","-24000.00","-0.84","-6.43","-893.00","","1.75","1.17"
"MTD","319.06","237.95","138.88","297.75","176.07","17571257.13","182.29","134.03","243.32","177.12","165.58","353.20","237.58","292.57","4275250.00","237.95","477.06","8095591.50","240.50","118.62","198.81"
"MTD Change","5.45","-0.84","1.71","1.27","7.78","-21766.88","5.70","1.66","1.35","0.37","-0.08","0.97","-2.11","-0.93","-9892.86","-0.84","-9.38","-21819.21","0.00","0.16","3.19"
"Jul-26","371.85","13.40","150.00","260.00","123.86","17.00","185.00","16.10","23.50","150.00","10.84","329.25","220.00","230.00","4.04","13.40","438.00","8.00","240.17","115.00","212.30"
"Aug-26","290.00","13.40","155.00","220.00","123.86","15.50","160.00","16.10","23.50","140.00","10.84","310.00","180.00","200.00","3.80","13.40","425.00","6.50","200.00","98.00","212.00"
"Sep-26","264.00","","145.00","200.00","","14.00","140.00","","","135.00","","285.00","164.00","170.00","3.20","","390.00","5.00","150.00","87.00","185.00"
"Oct-26","244.00","","155.00","190.00","","13.30","135.00","","","140.00","","265.00","173.50","170.00","2.96","","370.00","3.50","145.00","82.00","180.00"
"Nov-26","239.00","","170.00","200.00","","14.10","145.00","","","145.00","","255.00","177.50","180.00","2.96","","355.00","3.30","135.00","82.00","173.50"
"Q3-26","308.62","13.40","150.00","226.67","123.86","15.50","161.67","16.10","23.50","141.67","10.84","308.08","188.00","200.00","3.68","13.40","417.67","6.50","196.72","100.00","203.10"
"Q4-26","238.00","14.50","170.00","198.33","137.37","14.00","143.33","17.60","25.55","145.00","11.61","255.00","177.50","180.00","2.96","14.50","355.00","3.40","135.00","82.00","173.50"
"Q1-27","30.75","82.45","14.00","22.50","48.91","44.44","14.75","17.90","24.79","10.55","13.04","45.00","35.25","35.30","2.88","14.00","26.30","3.35","91.00","60.00","137.00"
"Cal27","21.90","76.80","13.07","20.82","25.47","37.96","14.00","16.65","22.93","9.80","11.45","41.75","34.50","34.55","2.48","13.04","24.55","3.15","80.50","57.00","127.75"
"Cal28","15.50","66.61","12.70","20.25","23.23","27.22","13.55","16.20","20.26","9.55","11.10","34.75","34.25","34.30","2.48","11.31","20.00","3.00","63.00","48.00","104.75"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
