"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","67.92","143.86","182.86","212.50","307.13","9927778.00","182.67","118.56","159.64","155.89","194.22","185.41","198.21","250.00","4500000.00","143.86","276.43","4631250.00","113.57","102.40","168.57"
"BITR Change","0.17","-2.14","5.00","-2.14","3.82","66667.00","3.39","-0.39","-0.36","-7.78","0.00","-0.59","5.40","10.87","-8333.00","-2.14","8.20","-100000.00","-17.57","-7.60","-13.57"
"MTD","62.08","136.34","179.92","214.46","267.90","8850793.57","164.36","129.59","157.88","685816.43","206.32","190.31","196.03","238.15","4508531.71","136.34","252.39","4910714.29","132.41","179.88","207.84"
"MTD Change","0.97","1.25","0.49","-0.33","6.54","179497.40","3.05","-1.84","0.29","-6921.74","-2.02","-0.82","0.36","1.97","-1421.95","1.25","4.01","-46577.38","-3.14","0.00","-6.54"
"Jan-24","66.50","136.62","180.00","205.00","250.39","9.20","172.00","139.42","160.80","190.00","210.00","182.25","198.00","225.00","53.00","136.62","275.00","4.75","109.69","106.00","179.99"
"Feb-24","66.00","116.00","167.50","183.45","207.75","9.10","157.50","171.00","152.80","175.00","222.50","180.50","193.00","215.00","49.00","116.00","267.00","4.60","85.50","98.00","180.00"
"Mar-24","64.00","108.50","159.00","171.50","187.00","8.85","150.00","169.00","143.00","160.00","217.50","187.75","190.00","210.00","47.00","108.50","270.00","4.45","77.50","94.00","170.00"
"Apr-24","63.00","104.50","150.00","154.75","176.00","8.70","145.00","176.00","139.00","152.00","200.00","187.50","188.00","210.75","37.00","104.50","264.50","4.30","78.00","90.00","158.00"
"May-24","60.25","99.50","145.00","151.50","163.50","8.30","140.00","173.00","136.00","147.00","195.00","185.50","187.00","209.50","34.50","99.50","259.50","4.30","77.00","88.00","152.00"
"Q1-24","65.50","120.37","168.83","186.65","215.05","9.05","159.83","159.81","152.20","175.00","216.67","183.50","193.67","216.67","49.67","120.37","270.67","4.60","90.90","99.33","176.66"
"Q2-24","61.00","100.00","145.00","151.42","165.00","8.42","140.92","173.00","135.00","147.00","195.00","185.00","187.00","209.42","35.00","100.00","259.33","4.30","75.33","88.00","152.00"
"Q3-24","56.00","86.00","136.00","147.00","148.00","7.75","131.00","162.00","126.00","132.00","181.00","165.00","172.33","209.50","31.00","86.00","246.00","4.00","70.00","83.33","144.00"
"Cal25","13.30","88.00","10.60","22.50","31.00","31.48","14.50","24.75","27.25","9.00","12.75","38.45","40.50","37.25","32.00","15.10","27.70","3.60","74.00","70.00","130.41"
"Cal26","12.95","82.17","10.10","22.00","30.50","30.56","14.30","23.75","26.80","8.50","12.25","37.00","40.00","37.00","32.00","14.10","27.10","3.20","74.00","70.00","130.41"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
