"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","69.17","122.50","195.36","193.64","238.44","10222222.00","241.61","212.50","139.64","163.89","224.44","146.25","160.31","166.79","3237500.00","122.50","206.43","3875000.00","146.14","133.40","238.71"
"BITR Change","-0.83","-16.14","17.19","0.00","-6.87","-11111.00","-7.00","-2.00","10.35","3.33","7.77","-4.69","-0.63","-0.35","-4167.00","-16.14","-0.71","-18750.00","0.14","-0.40","-0.29"
"MTD","70.93","148.98","197.38","192.07","252.29","10240740.67","250.73","197.54","122.50","163.47","204.48","152.50","163.65","174.06","3265972.17","148.98","209.82","3993229.17","143.79","131.23","235.77"
"MTD Change","-0.94","-12.38","-1.79","1.36","-9.79","-12963.00","-2.21","12.96","7.02","-1.80","8.67","-2.19","-2.81","-6.92","-22916.50","-12.38","-2.20","-99479.17","1.98","2.10","2.80"
"Nov-23","66.25","118.45","186.00","187.50","217.00","10.05","226.00","201.87","150.00","185.00","239.00","147.05","175.00","180.00","3.00","118.45","223.00","4.15","146.93","135.00","255.00"
"Dec-23","62.68","109.00","170.00","190.50","197.00","9.70","205.00","224.00","170.00","195.00","297.50","171.00","200.00","220.00","2.88","109.00","270.00","4.30","153.00","135.00","255.00"
"Jan-24","13.95","95.34","12.00","26.50","41.50","33.52","17.50","34.50","34.00","11.50","21.00","46.40","42.70","40.00","2.64","18.20","33.25","4.20","156.00","112.00","252.00"
"Feb-24","13.65","86.43","11.50","25.50","35.45","32.59","17.00","33.50","33.20","11.00","18.30","45.50","42.70","39.50","2.56","16.50","32.25","4.10","136.00","112.00","232.00"
"Mar-24","13.35","83.81","11.00","24.50","33.30","31.67","16.50","32.50","32.20","10.50","17.25","44.30","42.70","39.00","2.48","16.00","31.25","4.00","120.00","112.00","203.00"
"Q1-24","13.65","88.53","11.50","25.50","36.75","32.59","17.00","33.50","33.13","11.00","18.85","45.40","42.70","39.50","2.56","16.90","32.25","4.10","137.33","112.00","229.00"
"Q2-24","13.15","78.58","10.75","22.00","32.65","31.11","16.00","29.25","29.25","10.00","14.75","42.25","42.30","38.50","2.40","15.00","29.50","3.60","95.33","96.00","175.00"
"Q3-24","12.30","74.91","9.55","21.50","30.75","28.70","15.00","25.65","26.00","9.00","12.90","41.00","42.20","38.50","2.24","14.30","28.75","3.35","95.33","96.00","165.00"
"Cal24","13.45","82.50","10.65","23.13","33.41","31.76","16.00","28.50","29.70","10.00","15.11","42.79","42.50","39.00","2.40","15.75","30.07","3.25","101.67","96.00","186.00"
"Cal25","12.90","77.00","9.90","22.25","30.80","30.19","15.20","25.65","27.50","9.00","12.45","37.75","42.25","37.25","2.32","14.70","28.30","3.25","80.00","70.00","137.91"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
