"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","60.65","75.69","119.58","151.50","132.50","7200000.00","123.33","130.00","143.21","128.33","172.22","124.38","150.63","191.29","3341667.00","75.69","200.71","417500.00","55.50","60.00","109.50"
"BITR Change","1.40","0.69","6.88","-2.21","10.69","197500.00","2.11","-0.63","12.14","-0.28","10.55","0.00","0.63","0.93","0.00","0.69","0.00","0.00","1.33","-1.25","0.67"
"MTD","48.57","76.23","120.02","160.22","124.85","6934583.33","131.12","156.25","149.11","157.06","138.29","139.00","153.51","188.44","3618541.75","76.23","202.02","4022068.42","44.78","52.25","94.02"
"MTD Change","2.28","-0.18","0.02","-1.69","0.46","33333.33","-1.77","-5.19","-2.39","-5.72","5.73","-2.92","-0.71","0.53","-55374.95","-0.18","-0.26","-345163.68","2.01","1.68","3.03"
"Aug-24","52.08","78.70","122.00","163.00","132.50","7.10","130.00","153.35","151.00","157.50","152.00","139.40","160.00","200.00","3.52","78.70","207.55","4.20","49.59","56.25","100.85"
"Sep-24","56.00","91.50","128.50","168.00","156.00","7.70","138.00","167.00","163.00","150.00","200.00","160.00","180.00","235.00","3.20","91.50","240.00","4.70","64.00","65.00","115.00"
"Oct-24","63.00","100.00","135.00","180.00","176.00","8.60","142.00","172.00","163.50","160.00","210.00","171.00","200.00","245.00","2.96","100.00","261.00","5.00","71.00","71.00","122.00"
"Nov-24","67.00","108.00","145.00","185.00","185.50","9.20","146.00","177.00","158.00","167.50","250.00","181.00","210.00","240.00","3.04","108.00","271.00","5.25","73.00","72.00","123.00"
"Dec-24","71.00","113.00","155.00","190.00","195.00","9.75","147.00","182.00","184.00","175.00","280.00","192.00","220.00","235.00","3.12","113.00","281.00","5.50","73.00","73.00","125.00"
"Q4-24","67.00","107.00","145.00","185.00","185.50","9.18","145.00","177.00","168.50","167.50","246.67","181.33","210.00","240.00","3.04","107.00","271.00","5.25","72.33","72.00","123.33"
"Q1-25","64.86","101.40","139.06","156.44","174.76","8.90","144.72","180.64","150.32","164.96","235.53","173.21","186.93","206.75","2.62","101.40","255.27","5.00","66.50","66.00","115.00"
"Q2-25","60.95","92.66","120.52","146.43","156.43","8.40","130.72","162.36","139.87","142.96","201.88","160.19","180.05","198.59","2.50","92.66","238.40","4.30","66.00","65.00","113.00"
"Cal25","13.75","94.70","10.50","22.70","33.70","32.18","14.75","26.10","31.80","10.50","16.00","39.26","40.00","37.25","2.56","16.25","28.75","4.50","66.88","67.50","116.50"
"Cal26","12.95","88.58","10.10","22.20","31.50","30.37","14.35","25.50","29.00","10.00","14.30","37.30","39.00","37.00","2.56","15.20","27.45","3.90","61.75","62.00","110.75"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
