"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","404.22","230.28","223.75","305.00","403.89","19966667.00","380.00","167.50","309.29","240.00","251.11","521.88","196.88","271.79","5880000.00","230.28","515.71","9462500.00","","147.25","267.50"
"BITR Change","1.11","-2.78","-10.00","0.00","-12.22","638889.00","-11.44","0.31","17.15","2.50","22.22","0.00","1.25","-1.92","10000.00","-2.78","2.85","0.00","","-6.63","-11.67"
"MTD","359.18","233.58","189.24","302.60","284.50","17437648.29","296.26","141.98","255.23","196.58","176.90","435.51","216.67","284.39","4575476.19","233.58","486.09","8692725.33","238.47","134.94","240.22"
"MTD Change","2.25","-2.78","1.73","0.12","6.28","126450.94","4.19","1.28","2.85","2.17","3.71","4.32","-0.99","-0.63","65226.19","-2.78","1.48","38488.73","0.00","0.62","1.36"
"Jul-26","366.00","13.40","192.00","302.00","123.86","17.66","303.00","16.10","23.50","200.00","10.84","330.00","215.00","283.00","4.68","13.40","488.00","8.70","236.76","136.00","242.55"
"Aug-26","390.00","13.40","185.00","250.00","123.86","18.00","270.00","16.10","23.50","175.00","10.84","320.00","180.00","230.00","4.00","13.40","450.00","6.50","210.00","110.00","260.00"
"Sep-26","345.00","","165.00","210.00","","16.75","210.00","","","135.00","","334.00","164.00","200.00","3.20","","390.00","5.00","192.00","95.00","227.00"
"Oct-26","290.00","","162.00","190.00","","16.75","165.00","","","140.00","","327.00","173.50","170.00","2.96","","380.00","3.50","170.00","85.00","209.00"
"Nov-26","273.00","","159.00","200.00","","16.50","153.00","","","145.00","","317.00","177.50","180.00","2.96","","370.00","3.30","160.00","85.00","188.00"
"Q3-26","367.00","13.40","180.67","254.00","123.86","17.47","261.00","16.10","23.50","170.00","10.84","328.00","186.33","237.67","3.96","13.40","442.67","6.73","212.92","113.67","243.18"
"Q4-26","275.00","14.50","159.00","198.33","137.37","16.50","156.00","17.60","25.55","145.00","11.61","317.00","177.50","180.00","2.96","14.50","370.00","3.40","160.00","85.00","192.33"
"Q1-27","34.50","82.45","14.60","22.50","48.91","51.85","14.75","17.90","24.79","10.55","13.04","57.50","35.25","35.30","2.88","14.00","30.50","3.35","101.00","70.00","169.00"
"Cal27","24.50","76.80","13.70","20.82","25.47","43.98","14.00","16.65","22.93","9.80","11.45","47.00","34.50","34.55","2.48","13.04","28.00","3.15","92.00","67.00","139.75"
"Cal28","16.25","66.61","12.70","20.25","23.23","30.37","13.55","16.20","20.26","9.55","11.10","37.50","34.25","34.30","2.48","11.31","22.50","3.00","70.00","48.00","117.25"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
