"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","48.23","98.61","130.00","178.43","179.38","7617500.00","151.83","189.69","178.57","167.50","185.00","224.38","216.56","289.93","3908333.00","98.61","251.43","5912500.00","62.86","60.20","107.71"
"BITR Change","-0.22","-1.39","0.00","-0.86","0.00","-12500.00","-0.78","7.50","0.00","1.67","-0.56","-2.81","-1.25","-1.78","8333.00","-1.39","2.86","25000.00","-0.29","-0.80","-0.86"
"MTD","48.91","101.99","134.58","181.54","171.09","7660500.00","152.48","180.32","201.25","168.72","187.89","227.94","226.87","294.87","3833333.20","101.99","268.43","5897500.00","64.24","60.96","109.03"
"MTD Change","-0.38","-1.79","-2.50","-1.79","2.76","-24500.00","-0.17","3.75","-7.56","-1.37","-1.74","-1.44","-6.46","-2.70","47222.20","-1.79","-12.29","1666.67","-0.83","-0.24","-0.59"
"Jul-24","50.25","94.00","132.50","183.00","180.00","7.50","155.00","193.00","174.00","165.00","195.95","209.00","225.00","275.00","3.20","94.00","278.00","5.60","62.10","61.00","107.83"
"Aug-24","51.25","90.00","127.50","164.00","163.00","7.35","145.00","190.00","167.50","157.50","192.00","198.00","205.00","250.00","2.96","90.00","270.00","5.30","65.00","66.00","114.00"
"Sep-24","56.00","91.50","130.00","166.50","161.75","7.80","138.00","185.00","163.50","150.00","195.00","192.50","195.00","245.00","2.72","91.50","265.00","5.00","68.50","68.00","117.00"
"Oct-24","64.75","99.50","143.00","180.00","175.00","8.90","142.00","183.50","164.00","160.00","223.00","192.00","200.00","245.00","2.68","99.50","272.00","5.20","73.00","72.00","124.00"
"Nov-24","69.50","107.50","146.50","185.00","185.50","9.70","146.00","187.50","174.00","167.50","253.00","191.75","210.00","240.00","2.76","107.50","276.00","5.40","73.00","73.00","125.00"
"Q3-24","52.50","91.83","130.00","171.17","168.25","7.55","146.00","189.33","168.33","157.50","194.32","199.83","208.33","256.67","2.96","91.83","271.00","5.30","65.20","65.00","112.94"
"Q4-24","69.00","108.50","148.50","185.00","185.50","9.65","145.00","188.00","174.00","167.50","253.00","194.00","210.00","240.00","2.76","108.50","276.50","5.40","73.00","73.00","123.00"
"Q1-25","69.00","104.02","142.77","156.44","174.29","9.60","144.72","192.31","152.13","164.96","228.80","177.97","186.93","206.75","2.62","104.02","255.27","5.00","63.00","65.00","118.00"
"Cal25","14.00","95.86","10.80","22.70","34.45","33.15","14.75","27.95","31.50","10.50","15.50","40.00","40.00","37.25","2.56","16.45","28.75","4.50","66.00","67.50","118.25"
"Cal26","13.30","90.03","10.30","22.20","32.00","31.30","14.35","25.95","28.65","10.00","14.30","37.70","39.00","37.00","2.56","15.45","27.45","3.90","63.13","65.50","116.50"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
