"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","56.60","99.64","122.92","151.07","174.44","8300000.00","176.94","88.44","130.71","136.39","158.89","136.88","159.13","180.00","2883333.00","99.64","236.43","4156250.00","58.42","61.50","114.17"
"BITR Change","1.60","-2.42","-1.87","-0.15","2.50","10000.00","-0.28","-2.50","0.71","-0.55","1.95","7.50","1.44","-0.29","-8334.00","-2.42","1.43","106250.00","-1.08","-0.50","-0.67"
"MTD","56.92","97.30","124.20","148.26","183.61","8337115.38","159.42","89.14","178.87","126.64","120.19","133.99","147.47","183.28","2729294.85","97.30","210.44","4150155.77","65.84","64.06","120.46"
"MTD Change","-0.34","1.13","-1.64","3.68","-12.66","135115.38","21.85","0.70","-1.20","13.60","25.20","-10.63","11.91","-3.16","-274038.55","1.13","31.93","-106103.83","-0.79","-0.89","-3.04"
"Oct-24","58.15","99.67","125.00","152.00","184.56","8.30","162.50","94.36","163.33","140.00","144.10","136.60","160.00","200.00","2.96","99.67","217.15","4.75","61.56","63.18","117.17"
"Nov-24","68.00","112.00","140.00","165.00","190.00","9.40","155.00","134.00","162.00","155.00","190.00","155.00","180.00","215.00","3.04","112.00","240.00","5.00","58.00","60.00","105.00"
"Dec-24","71.00","114.00","151.00","176.00","192.00","9.70","160.00","160.00","175.00","175.00","240.00","171.00","190.00","230.00","3.12","114.00","257.50","5.25","61.00","60.00","107.00"
"Jan-25","70.38","106.93","145.86","156.77","180.95","9.65","145.66","156.37","155.54","172.29","226.11","165.77","176.83","204.03","2.66","106.93","251.90","5.15","56.00","59.00","103.00"
"Feb-25","68.08","103.44","140.30","153.10","171.43","9.30","140.99","150.06","145.78","164.96","212.65","159.57","174.54","201.31","2.62","103.44","243.46","4.65","54.00","59.00","103.00"
"Q4-24","65.72","108.56","138.67","164.33","188.85","9.13","159.17","129.45","166.78","156.67","191.37","154.20","176.67","215.00","3.04","108.56","238.22","5.00","60.19","61.06","109.72"
"Q1-25","68.08","103.44","140.30","153.10","171.43","9.32","140.99","151.32","147.59","164.96","212.65","160.40","174.54","201.31","2.62","103.44","243.46","4.65","55.00","59.00","103.00"
"Q2-25","59.57","90.03","121.14","143.10","152.38","8.20","126.98","140.92","129.88","142.96","177.66","148.00","169.95","193.14","2.50","90.03","229.11","3.95","58.00","57.00","103.00"
"Cal25","13.65","91.78","10.47","22.20","33.05","32.01","14.35","22.04","29.50","10.50","14.10","36.00","37.75","36.25","2.56","15.75","27.50","4.15","59.50","61.75","108.00"
"Cal26","12.70","86.54","10.10","21.70","30.55","29.63","14.00","20.50","27.70","10.00","13.30","35.00","36.50","36.00","2.56","14.85","27.40","3.85","60.00","60.25","107.50"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
