"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to ARA","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","57.05","104.72","131.25","132.50","143.89","7337500.00","144.67","102.81","142.86","143.61","135.00","164.69","171.19","193.29","2945000.00","104.72","239.29","3925000.00","89.58","83.20","152.42"
"BITR Change","0.95","-1.11","0.42","-0.07","-4.44","145000.00","-2.66","3.43","5.00","2.50","-1.39","-5.00","0.69","4.15","10000.00","-1.11","2.86","-100000.00","0.00","-0.05","-0.58"
"MTD","53.65","107.89","123.22","127.98","158.38","7074487.67","149.06","107.97","167.44","147.50","164.19","168.65","174.03","187.32","2914750.00","107.89","243.13","4075260.42","88.13","81.81","148.66"
"MTD Change","0.58","-0.63","1.65","0.84","-2.76","39852.47","-0.65","-1.28","-5.31","-1.03","-5.73","-0.57","-0.59","1.07","5050.00","-0.63","-0.84","-21302.08","0.31","0.28","0.81"
"Aug-25","55.40","103.50","126.88","129.00","149.48","7.10","146.00","108.98","161.25","145.00","155.00","162.79","170.00","185.00","2.64","103.50","241.00","4.00","88.48","81.41","150.39"
"Sep-25","60.00","93.00","125.00","125.00","146.24","8.10","125.00","122.50","140.00","125.00","157.00","148.00","160.00","180.00","2.56","93.00","218.00","3.50","85.00","77.00","148.00"
"Oct-25","64.75","95.00","128.00","135.00","153.74","8.40","132.50","123.50","131.00","135.00","165.00","142.00","161.00","187.00","2.68","95.00","200.50","3.70","82.00","75.00","143.50"
"Nov-25","65.50","97.00","133.00","140.00","154.74","8.70","137.50","128.50","138.00","150.00","176.00","143.00","165.00","190.00","2.80","97.00","205.50","4.00","81.00","75.00","143.50"
"Dec-25","67.00","99.00","138.00","145.00","155.74","9.00","142.50","133.50","151.00","165.00","187.00","138.00","169.00","195.00","2.92","99.00","210.50","4.30","80.00","75.00","143.50"
"Q4-25","65.75","97.00","133.00","140.00","154.74","8.70","137.50","128.50","140.00","150.00","176.00","141.00","165.00","190.00","2.80","97.00","205.50","4.00","81.00","75.00","143.50"
"Q1-26","59.34","83.33","104.99","140.85","135.57","8.20","132.65","129.64","122.63","146.86","163.32","127.69","164.50","193.57","2.62","83.33","182.51","3.70","67.00","60.00","125.00"
"Q2-26","12.05","76.56","9.55","20.30","25.26","28.33","13.45","18.15","23.75","9.25","11.20","28.55","34.00","34.00","2.50","13.00","20.80","3.60","62.00","60.00","116.50"
"Cal26","11.96","75.16","10.00","20.70","25.27","27.96","14.20","18.52","23.95","10.00","11.43","28.60","34.75","34.75","2.56","12.76","20.70","3.54","63.00","60.00","117.13"
"Cal27","11.10","66.61","9.80","20.50","23.06","25.93","13.75","16.60","20.50","9.75","11.10","25.05","34.50","34.50","2.48","11.31","19.25","3.30","53.00","60.00","108.25"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
