source,periodType,date,instrument,period,price
GFI,MTD,2026-08-07,TD22,2026-08-01,19001111.2
GFI,MTD,2026-08-07,TD19,2026-08-01,242.71
GFI,M,2026-08-07,TD3C,2026-08-01,460.0
GFI,M,2026-08-07,TD20,2026-08-01,13.4
GFI,M,2026-08-07,TD7,2026-08-01,210.0
GFI,M,2026-08-07,TD8,2026-08-01,415.0
GFI,M,2026-08-07,TD25,2026-08-01,123.86
GFI,M,2026-08-07,TD22,2026-08-01,20.0
GFI,M,2026-08-07,TD19,2026-08-01,240.0
GFI,M,2026-08-07,TD3C,2026-09-01,390.0
GFI,M,2026-08-07,TD20,2026-09-01,
GFI,M,2026-08-07,TD7,2026-09-01,200.0
GFI,M,2026-08-07,TD8,2026-09-01,350.0
GFI,M,2026-08-07,TD25,2026-09-01,
GFI,M,2026-08-07,TD22,2026-09-01,18.75
GFI,M,2026-08-07,TD19,2026-09-01,200.0
GFI,M,2026-08-07,TD3C,2026-10-01,304.0
GFI,M,2026-08-07,TD20,2026-10-01,
GFI,M,2026-08-07,TD7,2026-10-01,195.0
GFI,M,2026-08-07,TD8,2026-10-01,280.0
GFI,M,2026-08-07,TD25,2026-10-01,
GFI,M,2026-08-07,TD22,2026-10-01,18.5
GFI,M,2026-08-07,TD19,2026-10-01,165.0
GFI,M,2026-08-07,TD3C,2026-11-01,291.0
GFI,M,2026-08-07,TD20,2026-11-01,
GFI,M,2026-08-07,TD7,2026-11-01,185.0
GFI,M,2026-08-07,TD8,2026-11-01,260.0
GFI,M,2026-08-07,TD25,2026-11-01,
GFI,M,2026-08-07,TD22,2026-11-01,18.0
GFI,M,2026-08-07,TD19,2026-11-01,153.0
GFI,M,2026-08-07,TD3C,2026-12-01,278.0
GFI,M,2026-08-07,TD20,2026-12-01,
GFI,M,2026-08-07,TD7,2026-12-01,175.0
GFI,M,2026-08-07,TD8,2026-12-01,240.0
GFI,M,2026-08-07,TD25,2026-12-01,
GFI,M,2026-08-07,TD22,2026-12-01,17.5
GFI,M,2026-08-07,TD19,2026-12-01,150.0
GFI,Q,2026-08-07,TD3C,2026-10-01,291.0
GFI,Q,2026-08-07,TD20,2026-10-01,14.5
GFI,Q,2026-08-07,TD7,2026-10-01,185.0
GFI,Q,2026-08-07,TD8,2026-10-01,260.0
GFI,Q,2026-08-07,TD25,2026-10-01,137.37
GFI,Q,2026-08-07,TD22,2026-10-01,18.0
GFI,Q,2026-08-07,TD19,2026-10-01,156.0
GFI,Q,2026-08-07,TD3C,2027-01-01,184.31
GFI,Q,2026-08-07,TD20,2027-01-01,82.45
GFI,Q,2026-08-07,TD7,2027-01-01,144.13
GFI,Q,2026-08-07,TD8,2027-01-01,160.83
GFI,Q,2026-08-07,TD25,2027-01-01,238.23
GFI,Q,2026-08-07,TD22,2027-01-01,16.0
GFI,Q,2026-08-07,TD19,2027-01-01,122.51
GFI,Q,2026-08-07,TD3C,2027-04-01,28.15
GFI,Q,2026-08-07,TD20,2027-04-01,78.68
GFI,Q,2026-08-07,TD7,2027-04-01,13.4
GFI,Q,2026-08-07,TD8,2027-04-01,20.5
GFI,Q,2026-08-07,TD25,2027-04-01,27.61
GFI,Q,2026-08-07,TD22,2027-04-01,50.0
GFI,Q,2026-08-07,TD19,2027-04-01,13.25
GFI,A,2026-08-07,TD3C,2027-01-01,26.85
GFI,A,2026-08-07,TD20,2027-01-01,76.8
GFI,A,2026-08-07,TD7,2027-01-01,13.7
GFI,A,2026-08-07,TD8,2027-01-01,20.82
GFI,A,2026-08-07,TD25,2027-01-01,25.47
GFI,A,2026-08-07,TD22,2027-01-01,51.39
GFI,A,2026-08-07,TD19,2027-01-01,14.0
GFI,A,2026-08-07,TD3C,2028-01-01,16.85
GFI,A,2026-08-07,TD20,2028-01-01,66.61
GFI,A,2026-08-07,TD7,2028-01-01,12.7
GFI,A,2026-08-07,TD8,2028-01-01,20.25
GFI,A,2026-08-07,TD25,2028-01-01,23.23
GFI,A,2026-08-07,TD22,2028-01-01,35.19
GFI,A,2026-08-07,TD19,2028-01-01,13.55
GFI,BITR,2026-08-10,TD3C,2026-08-01,487.78
GFI,BITR,2026-08-10,TD20,2026-08-01,183.06
GFI,BITR,2026-08-10,TD7,2026-08-01,207.92
GFI,BITR,2026-08-10,TD8,2026-08-01,0.0
GFI,BITR,2026-08-10,TD25,2026-08-01,321.67
GFI,BITR,2026-08-10,TD22,2026-08-01,18636111.0
GFI,BITR,2026-08-10,TD19,2026-08-01,213.06
GFI,MTD,2026-08-10,TD3C,2026-08-01,457.41
GFI,MTD,2026-08-10,TD20,2026-08-01,181.62
GFI,MTD,2026-08-10,TD7,2026-08-01,211.94
GFI,MTD,2026-08-10,TD8,2026-08-01,329.88
GFI,MTD,2026-08-10,TD25,2026-08-01,338.7
GFI,MTD,2026-08-10,TD22,2026-08-01,18940277.83
GFI,MTD,2026-08-10,TD19,2026-08-01,237.77
GFI,M,2026-08-10,TD3C,2026-08-01,465.0
GFI,M,2026-08-10,TD20,2026-08-01,13.4
GFI,M,2026-08-10,TD7,2026-08-01,210.0
GFI,M,2026-08-10,TD8,2026-08-01,415.0
GFI,M,2026-08-10,TD25,2026-08-01,123.86
GFI,M,2026-08-10,TD22,2026-08-01,20.0
GFI,M,2026-08-10,TD19,2026-08-01,240.0
GFI,M,2026-08-10,TD3C,2026-09-01,410.0
GFI,M,2026-08-10,TD20,2026-09-01,
GFI,M,2026-08-10,TD7,2026-09-01,200.0
GFI,M,2026-08-10,TD8,2026-09-01,350.0
GFI,M,2026-08-10,TD25,2026-09-01,
GFI,M,2026-08-10,TD22,2026-09-01,18.75
GFI,M,2026-08-10,TD19,2026-09-01,200.0
GFI,M,2026-08-10,TD3C,2026-10-01,340.0
GFI,M,2026-08-10,TD20,2026-10-01,
GFI,M,2026-08-10,TD7,2026-10-01,195.0
GFI,M,2026-08-10,TD8,2026-10-01,280.0
GFI,M,2026-08-10,TD25,2026-10-01,
GFI,M,2026-08-10,TD22,2026-10-01,18.5
GFI,M,2026-08-10,TD19,2026-10-01,165.0
GFI,M,2026-08-10,TD3C,2026-11-01,325.0
GFI,M,2026-08-10,TD20,2026-11-01,
GFI,M,2026-08-10,TD7,2026-11-01,185.0
GFI,M,2026-08-10,TD8,2026-11-01,260.0
GFI,M,2026-08-10,TD25,2026-11-01,
GFI,M,2026-08-10,TD22,2026-11-01,18.0
GFI,M,2026-08-10,TD19,2026-11-01,153.0
GFI,M,2026-08-10,TD3C,2026-12-01,302.5
GFI,M,2026-08-10,TD20,2026-12-01,
GFI,M,2026-08-10,TD7,2026-12-01,175.0
GFI,M,2026-08-10,TD8,2026-12-01,240.0
GFI,M,2026-08-10,TD25,2026-12-01,
GFI,M,2026-08-10,TD22,2026-12-01,17.5
GFI,M,2026-08-10,TD19,2026-12-01,150.0
GFI,Q,2026-08-10,TD3C,2026-10-01,322.5
GFI,Q,2026-08-10,TD20,2026-10-01,14.5
GFI,Q,2026-08-10,TD7,2026-10-01,185.0
GFI,Q,2026-08-10,TD8,2026-10-01,260.0
GFI,Q,2026-08-10,TD25,2026-10-01,137.37
GFI,Q,2026-08-10,TD22,2026-10-01,18.0
GFI,Q,2026-08-10,TD19,2026-10-01,156.0
GFI,Q,2026-08-10,TD3C,2027-01-01,190.99
GFI,Q,2026-08-10,TD20,2027-01-01,82.45
GFI,Q,2026-08-10,TD7,2027-01-01,144.13
GFI,Q,2026-08-10,TD8,2027-01-01,160.83
GFI,Q,2026-08-10,TD25,2027-01-01,238.23
GFI,Q,2026-08-10,TD22,2027-01-01,16.0
GFI,Q,2026-08-10,TD19,2027-01-01,122.51
GFI,Q,2026-08-10,TD3C,2027-04-01,29.3
GFI,Q,2026-08-10,TD20,2027-04-01,78.68
GFI,Q,2026-08-10,TD7,2027-04-01,13.4
GFI,Q,2026-08-10,TD8,2027-04-01,20.5
GFI,Q,2026-08-10,TD25,2027-04-01,27.61
GFI,Q,2026-08-10,TD22,2027-04-01,50.0
GFI,Q,2026-08-10,TD19,2027-04-01,13.25
